,Número de registro,Outros números,Situação,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
92,MCP0525,,Localizado,Peneira,,Não identificado,06 Trabalho > 06.8 Equipamento de Uso Geral,"Peneira em formato circular com borda em madeira revestida com filetes de bambu presos por fios de tecido. Base da peneira apresenta filetes de casca de bambu entreleçados, nas laterais e no centro filetes mais finos de casca de bambu entrelaçados.",,,,40,,Madeira > Casca de Bambu,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
93,MCP0526,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda com cabo de madeira, preso a uma tábua retangular de madeira, em uma das faces possui tecido tipo corino, em tons de vermelho, desgastado fixado com pregos. Sobre o tecido dentes metálicos. Possui resquícios de algodão. Na outra face possui inscrições.",23.0,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
94,MCP0527,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda com cabo de madeira, preso a uma tábua retangular de madeira, em uma das faces possui tecido tipo corino, em tons de vermelho, desgastado fixado com pregos. Sobre o tecido dentes metálicos. Possui resquícios de algodão. O cabo possui barbante amarrado com um nó. Na outra face possui inscrições.",22.5,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
95,MCP0528,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda com cabo de madeira, preso a uma tábua retangular de madeira, em uma das faces possui tecido tipo corino, em tons de vermelho, desgastado, fixado com pregos. Sobre o tecido, dentes metálicos. Possui resquícios de algodão. Na outra face possui inscrições.",22.5,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
0,MCP0529,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda com cabo de madeira, preso a uma tábua retangular de madeira. Em uma das faces possui tecido tipo corino, em tons de vermelho, fixado com pregos. Sobre o tecido, dentes metálicos. Possui resquícios de algodão. Na outra face possui inscrições.",23.0,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
1,MCP0530,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda com cabo de madeira, preso a uma tábua retangular de madeira. Em uma das faces possui tecido tipo corino, em tons de vermelho, fixado com pregos. Sobre o tecido, dentes metálicos. Possui resquícios de algodão. O cabo possui barbante amarrado com um nó. Na outra face possui inscrições.",22.5,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
2,MCP0531,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda com cabo de madeira, preso a uma tábua retangular de madeira. Em uma das faces possui tecido tipo corino, em tons de vermelho, fixado com pregos. Sobre o tecido, dentes metálicos. Possui resquícios de algodão. O cabo possui barbante amarrado com um nó. Na outra face possui inscrições.",23.5,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
3,MCP0532,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda com cabo de madeira, preso a uma tábua retangular de madeira. Em uma das faces possui tecido tipo corino, em tons de vermelho, fixado com pregos. Sobre o tecido, dentes metálicos. Possui resquícios de algodão. Na outra face possui inscrições.",23.0,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
4,MCP0533,,Localizado,Carda,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Carda sem o cabo. Possui tábua de madeira retangular. Em uma das faces possui tecido tipo corino, em tons de vermelho, fixado com pregos, desgastado. Sobre o tecido, dentes metálicos. Possui resquícios de algodão. Na outra face possui inscrições.",10.0,25.0,,,,Madeira | Metal | Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
5,MCP0534,,Localizado,Espátula,,Não identificado,06 Trabalho > 06.8 Equipamento de Uso Geral,"Espátula de madeira com cabo de 73cm e espátula retanguçar. Possui um orifício com 1cm de diâmetro em uma das faces, na parte superior.",84.0,7.0,,,,Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
6,MCP0535,,Localizado,Leme de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Leme de dobradiça de ferro, com protuberância para encaixar na fêmea da dobradiça. Corpo da peça em formato de trapézio e com três orifícios em formato quadrado.",13.5,15.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
7,MCP0536,,Localizado,Leme de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Leme de dobradiça de ferro, com protuberância para encaixar na fêmea da dobradiça. Corpo da peça em formato de trapézio, com duas extremidades arredondadas, e com três orifícios em formato circular.",13.0,13.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
8,MCP0537,,Localizado,Leme de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Leme de dobradiça de ferro, com protuberância para encaixar na fêmea da dobradiça. Corpo da peça em formato de trapézio, com duas extremidades arredondadas, e com três orifícios em formato circular.",14.0,12.5,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
9,MCP0538,,Localizado,Leme de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Leme de dobradiça de ferro, com protuberância para encaixar na fêmea da dobradiça. Corpo da peça em formato de trapézio, com dois orifícios em formato quadrado e um circular.",16.0,15.5,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
10,MCP0539,,Localizado,Leme de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Leme de dobradiça de ferro, com protuberância para encaixar na fêmea da dobradiça. Corpo da peça com extremidade em fomra de folha e possui quatro orifícios.",6.5,24.5,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
11,MCP0540,,Localizado,Leme de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,Leme de dobradiça de ferro com protuberância para encaixar na fêmea da dobradiça. Corpo da peça com extremidade em fomra de folha e possui quatro orifícios em formato quadrado.,6.5,25.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
12,MCP0541,,Localizado,Fêmea de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fêmea de dobradiça de ferro, formato retangular, com resquícios de tinta branca, com cinco orifícios circulares e argola com 1,5cm de diâmetro e 3cm de profundidade para encaixe de leme de dobradiça.",25.5,5.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
13,MCP0542,,Localizado,Fêmea de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fêmea de dobradiça de ferro, formato retangular, com quatro orifícios quadrados e argola com abertura de 2,5cm de diâmetro e 3,5cm de profundidade para encaixe de leme de dobradiça.",22.0,5.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
14,MCP0543,,Localizado,Fêmea de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fêmea de dobradiça de ferro, formato retangular, com resquícios de tinta branca, com cinco orifícios circulares e argola com 1,5cm de diâmetro e 3cm de profundidade para encaixe de leme de dobradiça.",25.0,4.5,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
15,MCP0544,,Localizado,Fêmea de Dobradiça,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fêmea de dobradiça de ferro, formato retangular, com marcas de tinta branca, com três orifícios em formato quadrado e, em uma lateral, argola com 1,5cm de diâmetro e 3,5cm de profundidade para encaixe de leme de dobradiça.",11.0,6.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
16,MCP0545,,Localizado,Fechadura,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fechadura de ferro em formato quadrado, com quatro orifícios circulares próximos às extremidades. Possui abertura para chave. Possui tranca.",15.5,20.5,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
17,MCP0546,,Localizado,Fechadura,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fechadura de ferro em formato quadrado, com quatro orifícios circulares próximos às extremidades. Possui abertura para chave. Possui tranca.",14.5,19.5,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
18,MCP0547,,Localizado,Fechadura,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fechadura de ferro em formato quadrado, com quatro orifícios circulares próximos às extremidades. Possui abertura para chave. Possui tranca.",14.5,20.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
19,MCP0548,,Localizado,Fechadura,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fechadura de ferro em formato quadrado, com quatro orifícios circulares próximos às extremidades. Possui abertura para chave. Possui tranca.",14.5,21.5,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
20,MCP0549,,Localizado,Fechadura,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Fechadura de ferro em formato quadrado, com quatro orifícios circulares próximos às extremidades. Possui abertura para chave. Possui tranca.",14.0,20.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
21,MCP0550,,Localizado,Conjunto de 2 fechaduras,,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Conjunto de 2 fechaduras de ferro, não identificas e documentadas.",21.5,18.5,,,,Metal > Ferro | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
22,MCP0551,,Localizado,Cutelo,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Lâmina de metal, curva, em forma de cresecente, com cabo de madeira.",41.0,26.0,,,,Metal > Ferro | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
23,MCP0552,,Localizado,Cutelo,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Lâmina de metal, curva, em forma de crescente, com cabo de madeira.Fita plástica desfiada amarrada à parte de metal.",42.5,31.0,,,,Metal > Ferro | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
24,MCP0553,,Localizado,Lâmina de Cutelo,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Lâmina de metal, curva, em forma de crescente. Apresenta argola para encaixe do cabo.",31.0,26.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
25,MCP0554,,Localizado,Lâmina de Cutelo,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Lâmina de metal, curva, em forma de crescente. Apresenta ponta que encaixa no cabo.",42.0,26.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
26,MCP0555,,Localizado,Cutelo,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Lâmina de metal, curva, em forma de meia-lua, com cabo de madeira.",57.5,22.5,,,,Metal > Ferro | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
27,MCP0556,,Localizado,Ferrete,,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,Ferrete com haste de ferro com a letra B em uma das extremidades.,8.0,9.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
28,MCP0557,,Localizado,Ferrete,,Não identificado,13 Castigo/Penitência > 13.1 Instrumento de Autopenitência,Ferrete com haste de ferro com símbolo em uma das extremidades.,8.5,9.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
29,MCP0558,,Localizado,Armadilha,,Não identificado,01 Caça e Guerra > 01.5 Petrecho de Caça,Armadilha de ferro semicircular com mecanismo de disparo e barra com orifício para fixação do instrumento.,14.5,27.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
30,MCP0559,,Localizado,Carimbo,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Carimbo de ferro retangular, dividida em parte superior e inferior, que estão conectadas. Parte superior contém, na extremidade, peça ovalada com inscrições em relevo para carimbar. Parte inferior, na extremidade, possio almofada retangular com moldura.",5.5,6.0,,,,Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
31,MCP0560,,Localizado,Dobadeira,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Dobadeira de madeira, com camada de material tipo verniz, com duas tábuas dispostas em cruz em torno de um eixo, cada extremidade possui uma vara perpendicular à cruz, sendo três varas maiores e uma menor. Possui fios de algodão, em tons de azul, enrolados nas varas. Eixo está sobre uma base retangular e preso a uma barra perpendicular à base.",61.0,57.0,,,,Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
32,MCP0561,,Localizado,Dobadeira,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Dobadeira de madeira, com duas tábuas dispostas em cruz em torno de um eixo, cada extremidade possui uma vara perpendicular à cruz. Eixo está sobre uma base retangular e preso a uma barra perpendicular à base.",61.0,65.0,,,,Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
33,MCP0562,,Localizado,Batedor,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Batedor com madeira retesada em forma de arco, com fio de algodão preso às extremidades do arco.",7.5,73.0,,,,Algodão | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
34,MCP0563,,Localizado,Tear,,Não identificado,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Tear com estrutura retangular de madeira, com as seguintes partes: rolo de urdume, fios de teia em tons de vermelho, quatro quadros de liços, dois pentes, tecido em tons de vermelho, rolo do tecido.",162.0,139.0,,,,Algodão | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
35,MCP0564,,Localizado,Cadeira de Barbeiro,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Cadeira com estrutura de ferro, em tons de bege, com braços em tons de branco na parte superior, com encosto para cabeça cilíndrico, com regulagem para altura, revestido com almofada de material tipo corino e tons de marrom. Espaldar acolchoado, revestido com tecido tipo corino em tons de azul. Assento acolchoado, revestido com tecido tipo corino em tons de marrom. Em uma das laterais, possui alavanca para regular altura da cadeira. Possui dois suportes retangulares, sendo uma mais baixo e rente à cadeira, com decoração fitomorfa e o outro, giratório, mais alto, com inscrições, preso ao outro suporte por barras de ferro. para os pés e a base é redonda.",113.0,64.0,,,,Tecido > Corino | Metal > Ferro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
36,MCP0565,,Localizado,Cabeça de Boi,,Não identificado,16 Amostras/Fragmentos,"Cabeça de boi com chifre de osso . Revestido com papel marché, com chifres em tons de vermelho, cabeça em tons de vermelho e branco, com uma orelha de papel corrugado preta em uma das laterais. Possui olhos com área branca e círculo preto ao centro, com cílios em material tipo piaçava. Possui porpurina azul em partes da peça.",95.0,64.0,,,,Matéria Orgânica > Osso | Papel > Papel Marché,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
37,MCP0566,,Localizado,Crânio de Boi,,Não identificado,16 Amostras/Fragmentos,"Crânio com chifres, com quatro dentes de cada lado na mandíbula superior.",55.5,187.0,,,,Matéria Orgânica > Osso,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
38,MCP0567,,Localizado,Candeeiro,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Candeeiro de metal em forma circular com um bico. Possui alça com dentes na parte superior e um suporte solto, na alça.",11.0,11.5,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
39,MCP0568,,Localizado,Candeeiro,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,Candeeiro de metal em forma circular com um bico. Possui alça com dentes na parte superior.,11.0,11.5,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
40,MCP0569,,Localizado,Sineta,,Não identificado,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,"Sino de metal em forma de câmpula invertida, dpurada, com haste na parte superior. Possui badalo suspenso por arame.",9.0,,,6.5,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
41,MCP0570,,Localizado,Seringa,,Não identificado,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,"Seringa de metal, em tons prateados. Possui cilindro oco, com um êmbolo graduado. Possui ponta oca.",12.5,4.5,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
42,MCP0571,,Localizado,Faca,,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Faca de metal formada por uma lâmina com gume, com cabo na extremidade. Possui bainha de 17,5cm de comprimento, com alça em uma das faces. Bainha e cabo com decoração de elementos fitomorfos. Possui inscrições na lâmina.",26.0,2.5,,,,Metal,Não identificado,Século XX > 1970,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
43,MCP0573,,Localizado,Navalha,,Não identificado,12 Objetos Pessoais > 12.3 Artigo de Toalete,Lâmina de metal cortante guardada dentro do cabo vazado de plástico em tom escuro.,15.0,1.5,,,,Metal | Plástico,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
44,MCP0574,,Localizado,Cofre,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Cofre de metal, em tons de vermelho, em formato retangular, com placa quadrada fechando a parte superior. Parte superior com abertura retangular.",11.0,12.5,,,,Metal,Não identificado,Século XX > 1960,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
