,Número de registro,Outros números,Situação,Denominação,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
81,GO.99.029.584,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em tecido de seda roxa com contorno dourado em seda. Nas pontas e ao centro cruz em fios amarelos também nas pontas franas em fios amarelos. Ela é de duas faces sendo que ao outro lado é em seda braca.,,"0,5 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
82,GO.99.029.625,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido amarelo ocre, toda debruada em galões dourados em motivos geometricos. Na ponta galões dourados em linhas retas e ato relevo que delas partem fios dourados em metal que formam as franja. Também nas pontas ao meio cruz em galões dourados em linhas retas e alto relevo.",,"2,18 m",,,,Não identificado,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
83,GO.99.029.629,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em gorgurão roxo. Nas extremidades franjas em fios amarelos, uma cruz em galão dourado com motivos geométricos e florais. Ao meio uma cruz de mesmo galão. Peça composta de dupla face, apresentando as mesmas características, contudo, uma seja em tecido branco.","1,00 m","0,10 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
84,GO.99.029.583,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em cetim roxo, com contorno e fios amarelos, nas pontas franjas (espécie de bambulinho) amarelo. Também na faixa inferior uma cruz em uma faixa com uma inscrição em amarelo e vermelho. Forrada em cetim branco.",,"0,5 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
85,GO.99029.651,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido vermelho púrpura adamascado em motivos florais, bordas em galões geometricos. Nas pontas franja em fios amarelos e também tem uma cruz dentro de um medalhão em cores, roxa, amarlo ocre, marrom claro e escuro, vermelho purpuro e amarelo claro. Forrada em tecido avermelhado.",,"0,18 m",,,,Tecido > Veludo,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
86,GO.99.029.685,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em cetim. com forro de tafetá rosa, contornado por cordão amarelo claro, nas laterais franjas do mesmo cordão. Bordadura de três cruzes, sendo em bege, contornado de amarelo e vermelho.","2,22 m","0,11 m",,,,Tecido > Cetim | Tecido > Tafetá,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
87,GO.99.029.634,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em tecido de veludo preto, com forro de seda preto. Peça decorada por fita metalizada amarelo-ouro, formando três cruzes, tendo nas laterais franjas metalizadas douradas. Presilha em rolite para junção, entre as presilhas um cordão dourado metalizado, com um nó na ponta, um bambolim também de fios metalizados.","2,14 m","0,13 m",,,,Tecido > Seda | Tecido > Veludo,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
88,GO.99.029.760,,Não localizado,Dalmática,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Dalmática em cetim beje, forro marrom, decote redondo, bordado geométrico marrom, amarelo e vermelho.",,,,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
89,GO.99.029.601,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em tafetá verde, nas extremidades cruzes em veludo branco contornada por sutache vermelha. Cruz central em sutache branca. Logo abaixo da cruz central de ambos os lados uma sutache branca. Forro em alpaca amarelo claro. Cruzes das extremidades em forma de estrela.","1,86 m","0,10 m",,,,Tecido > Alpaca | Tecido > Sutache | Tecido > Tafetá | Tecido > Veludo,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
90,GO.99.029.624,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido roxo adamascado em amarelo ouro. Nas pontas galões dourados em motivos geométricos, cachos de uva e folhas de parreira, que delas saem franjas em metal dourado. Nas bordas tem cruz em mesmo galão e no meio também. É forrada em tecido roxo.",,,,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
91,GO.99.029.632,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido roxo. Borda inferior com franjas em metal dourado. Cruz na parte inferior e ao meio, em galões dourados com motivos geométricos. Forrada em tecido branco com cruz em motivos geométricos em galões dourados e fios vermelhos.","1,05 m","0,16 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
92,GO.99.029.649,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em tecido verde. Na parte inferior  nas cruzes (2 inferiores e 1 ao meio) galões dourados. Franjas nas pontas e fios amarelos. Forrada em tecido verde.,"1,05 m","0,12 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
93,GO.99.029.600,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido branco adamascado, em motivos geométricos e florais. Forrada em tecido branco. Nas pontas e ao meio cruz em galão dourado.","1,02 m","0,11 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
94,GO.99.029.610,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em tecido branco. Forrada em mesmo tecido. Na parte cent6ral cruz em veludo azul. Nas pontas franja dourada.,"1,12 m","0,10 m",,,,Tecido > Veludo,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
95,GO.99.029.683,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido roxo, forrada em tecido branco com duas cruzes em galões prateados nas pontas e uma ao meio.","1,08 m","0,11 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
0,GO.99.029.633,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido roxo, forrada por folhete roxo. Possui na ponta uma faixa em gorgurão adamascado em motivos florais. Ao meio uma cruz em sutache dourado.","1,07 m","0,13 m",,,,Tecido > Gorgurão | Tecido > Sutache,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
1,GO.99.029.604,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em gorgurão roxo. Bordas cobertas por um cordão amarelo. Nas partes inferiores e ao centro, cruzes em fios creme com efeito zig-zag. Forrada por tecido branco com efeitos geográficos em fios lilás escuro avermelhado, que compõe um símbolo em número de três nas duas partes.","1,10 m","0,950 m",,,,Tecido > Gorgurão,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
2,GO.99.029.630,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido roxo adamascado em motivos geométricos. Na parte inferior franja em fios metálicos dourados. Na parte inferior cruz em galões geométricos, florais, cruz, cachos de uva, folha de parreira e trigo. Forrada em folhete vinho.","1,08 m","0,11 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
3,GO.99.029.606,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em tecido verde claro, forrada em tecido laranja. Na parte inferior uma faixa colorida com motivos geométricos. Ao centro uma cruz com motivos geométricos iguais aos da faixa.","1,26 m","0,10 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
4,GO.99.029.660,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em tecido crepe roxo, com forro de seda roxo. No centro da peça cruz de veludo verde. Nas laterais uma pequena faixa de sarja verde com um galão de veludo verde. Parte que envolve o pescopo em viés branco.","2,70 m","0,09 m",,,,Tecido > Crepe | Tecido > Sarja | Tecido > Seda | Tecido > Veludo,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
5,GO.99.029.622,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em tecido branco com forro de seda verde, bordadura verde formando uma cruz no centro da peça. Na parte inferior dois círculos em sutache verde com três tiras de sutache verde por cima.","2,74 m","0,09 m",,,,Tecido > Algodão | Tecido > Seda | Tecido > Sutache,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
6,GO.99.029.684,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em cetim e forro de tafetá rosa, contornados por cordão amarelo-claro. Na parte central inferior uma bordadura de uma cruz em bege, contornada por amarelo e vermelho.","0,50 m","0,50 m",,,,Tecido > Cetim | Fibra Vegetal > Cordão | Tecido > Tafetá,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
7,GO.99.029.653,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Estola em tecido adamascado branco, com galão branco e dourado nas barras e três cruzes; uma em cada lateral e no centro. Franja amarelo ouro.","1,88 m","0,09 m",,,,Tecido,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
8,GO.99.029..687,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípulo em tecido adamascado , de fundo vinho, forro em algodão vinho claro. Tem três cruzes em galão dourado, sendo duas laterais e uma menor no centro. Bordas anamentadas por galão dourado e franjas metalizadas. Presilha para junção em galão dourado. Cadarço para sustentação a inscrição: Boa Morte. Tecido adamascado em motivos florais.","1,16 m",19 m,,,,Tecido,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
9,GO.99.029.608,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em tecido de crepe vermelho com forro de alpaca marrom. Com aplicação de um círculo em veludo tendo ao centro uma cruz de gorgurão cinza, o círculo é contornado por fios metalizados.","0,50 m","0,52 m",,,,Tecido > Alpaca | Tecido > Crepe | Tecido > Gorgurão | Tecido > Veludo,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
10,GO.99.029.607,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em cetim roxo, forrada por detim branco. Nas pontas e ao meio, cruzes em galões dourados geométricos.Ela é de duas face e ambas apresentam a mesma caracteristicas.",,,,,,Não identificado,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
11,GO.99.029.631,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em tecido roxo. Bordas cobertas por galões prateados em motivos geométricos. ranja e fios brancos. Cruz na parte inferior ao meio em galões prataeados. Forrada em tecido roxo calro.,,"0,16 m",,,,Não identificado,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
12,GO.99.029.650,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípulo em tecido adamascado branco com flores amarelas, galão vermelha formando cruz na extremidade, galões do mesmo.",,,,,,Tecido > Adamascado,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
13,GO.99.029.615,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em cetim branco em galões dourados e motivos geometricos que compõe o desenho que faz parecer um ostençário bordado. Frnaj prateada. Forrada em centim branco.,,"0,18 m",,,,Não identificado,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
14,GO.99.029.686,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípula em cetim com forro de tafetá rosa. Contornado por cordão amarelo claro, nas laterais franjas do mesmo cordão. Bordadura de três cruzes, sendo beje contornado de amarelo e vermelho.","0,96 m","0,9 m",,,,Tecido,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
15,GO.99.029.659,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípulo em tecido de crepe roxo, com forro de seda roxo. No centro da peça uma cruz verde. Nas laterais uma pequena faixa de sarja preta  com galões de veludo verde. Na parte interna um cadarço branco. Presilha para junça do mesmo tecido.","1,18 m","0,9 m",,,,Tecido,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
16,GO.99.029.677,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em crepe de seda branco, com forro de seda branco. Uma cruz vermelha de gorgurão costurada no véu, com linha branca. Cruz contornada de vinho e amarelo.","0,47 m","0,53 m",,,,Tecido > Crepe de seda | Tecido > Gorgurão | Tecido > Seda,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
17,GO.99.029.616,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,Peça em cetim branco com bordado em galões dourados e motivos geométricos que compões o desenho que faz parecer um osténsorio bordado. Franja dourada.,,"0,22 m",,,,Não identificado,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
18,GO.99.029.609,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípula em tecido de crepe vermelho, com forro de alpaca marrom, presilha para junção do mesmo tecido, cadarço na parte interna. decoração sendo 3 circulos de veludo vermelho, com uma cruz cinza no centro, circulo contornado por fios metalizados dourados. Laterais em franjas vermelhas.","1,12 m","0,9 m",,,,Tecido,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
19,GO.99.029.639,,Não localizado,Estola (par),Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça e, cetim de seda puro beje. Peça debruada por galão amarelo ouro. Cruz central do mesmo galão. Extremidades decorada em iconografia de Santo da ordem Dominicana. Bordas trabalhas com franjas amarelo claro. Peça forrada.","2,40 m","0,14 m",,,,Película Metalizada de Poliéster > Franja | Tecido > Galão,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
20,GO.99.029.645,3,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,3 manípulos adamascados de cetim com uma estrela de veludo vermelho na ponta forrada do mesmo tecido eslástico no meio.,,,,,,Tecido > Adamascado,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
21,GO.99.029.682,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça em tecido roxo lisofurada em tecido branco na frente cruz em galão prateado em motivo nenhum.,,"0,54 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
22,GO.99.029.666,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça em tecido preto adamascado em motivos geométricos. Forrada em tecido verde. Uma cruz de sutacho na frente.,,"0,49 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
23,83.172.029.364,,Não localizado,Manípulo (par),Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Par de manípulo em adamasco ptreto forrado com algodão preto, nas extremas franjas metálica dourada e galões douradas que também formam as cruzes daí ao centro e presilha. No interior, cadarço para sustentação.",,"0,2 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
24,GO.99.029.654,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de cálice em tecido adamascado branco, com forro em alpaca beje. Peça toda contornada em fita dourada com branco. Na parte central inferior uma cruz do mesmo galão.","0,59 m","0,52 m",,,,Tecido,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
25,83.174.029.366,,Não localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em cetim vermelho, forrada com seda vermelha. Galões dourados nas extrenas formando também as cruzes do centro e presilha para a junção.",,"0,19 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
26,GO.99.029.626,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça em gurgurão branco e forrada e, folheto branco. Na frente cruz em veludo azul.","0,50 m","0,50 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
27,GO.99.0229.367,,Não localizado,Manípulo (par),Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Par de manípulo em cetim vermelho escuro. Forrado com brim vermelho. Nas barras franjas metálicas douradas, as fitas douradas, as fitas douradas formam cruzes acima da barra e uma presilha para junção no centro. Cadarço branco para sustenção.",1 m,"0,17 m",,,,Tecido > Fita,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
28,GO.99.029.673,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu do cálice em cetim roxo, com forro de brim roxo. Peça contornada por galões beje com roxo decorada com motivos fitomorfos. forma uma cruz no centro.","0,52 m","0,52 m",,,,Tecido,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
29,GO.99.029.675,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de cálice em tecido adamascado preto, com forro de algodão preto. Peça toda contornada em galão metalizado dourado. O mesmo na parte inferior da peça criando o desenho de uma cruz.","0,57 m","0,53 m",,,,Tecido,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
30,GO.99.029.680,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de cálice em tecido adamascado vermelho, com motivos fitomorfos. Peça contornada por amarelo ouro: da mesma forma uma cruz na parte inferior da peça.","0,53 m","0,53 m",,,,Tecido,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
31,83.162.029.354,,Não localizado,Estola,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Peça em veludo roxo com forro de algodão lilás. Nas extremidades; galões dourados com franja  metálica dourada, dcorrada ao centro e extremas com cruz de galão dourado.",,"2,25 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
32,GO.99.029.658,,Não localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Véu de Cálice em tecido de crepe roxo com forro da mesma cor. Detalhe em verde com faixa de veludo verde.,"0,53 m","0,52 m",,,,Tecido > Crepe | Tecido > Veludo,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
