,Outros números,Denominação,Título,Autor,Resumo descritivo,Material/Técnica,Classificação,Data de produção,Local de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
94,T 1661,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
95,T 1668,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
0,T 1441,Queijeira,,Não identificado,"Peça em cerâmica branca; Base oval, com borda dourada, seguida de um friso também em dourado; Pequena haste encimada por friso dourado a partir de onde abre a base; Levemente abaulado com borda em dourado; Friso interno dourado e ao centro monograma da família.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
1,T 1498,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
2,T 1495,Prato Fundo,,Não identificado,"Prato fundo em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
3,T 1709,Sopeira,,Não identificado,"Sopeira em cerâmica branca com detalhes decorativos em dourado; 4 pés em  cerâmica com alto relevo em forma ondulante, com decoração em branco e dourado. Recipiente abaulado com relevos verticais. Friso no centro do recipiente. Monograma logo acima do friso. Alças laterais em relevo, com formas curvilíneas, pintado em branco e dourado. Demarcando o fim da alça, próximo ao topo, faixa larga em dourado. Boca da sopeira redonda, com borda em dourado; Tampa oval. Borda recortada e pintada em dourado. Relevos verticais acentuando a subida da tampa. Logo acima da borda monograma da família em dois pontos opostos. Seguido de dois frisos dourados. No topo puxador, com forma semelhante a um “X”, trabalho com pequenos relevos em curva, com pintura em branco e dourado.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
4,T 1494,Prato Fundo,,Não identificado,"Prato fundo em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
5,T 1457,Legumeira,,Não identificado,"Legumeira em porcelana, formato quadrado; Recipiente todo branco com friso dourado na base e na borda. Borda ondulante; Tampa com borda ondulante e pintada de dourada. Forma quadrada e relevos que forma uma ascendência em direção ao topo, terminando em puxador que atravessa o topo de um lado ao outro, trabalhado em relevo e pintado em dourado com detalhes em branco. Monograma da família, em dourado, logo acima da borda externa dos dois lados, encimado por friso e mais um na ultima elevação antes do puxador.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
6,T 1603,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
7,T 1493,Prato Fundo,,Não identificado,"Prato fundo em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
8,T1681,Queijeira,,Não identificado,"Peça em cerâmica branca; Base oval, com borda dourada, seguida de um friso também em dourado; Pequena haste encimada por friso dourado a partir de onde abre a base; Levemente abaulado com borda em dourado; Friso interno dourado na borda e ao centro, monograma da família.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
9,T 1488,Prato Fundo,,Não identificado,"Prato fundo em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
10,T 1507,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
11,T 1598,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
12,,Cremeira,,Não identificado,"Cremeira em porcelana branca com pintura decorativa; Recipiente oval, base simples de onde já dá inicio ao recipiente. Parte central mais abaulada. Em uma das faces, alça em dourado com modelagem simples (sem alto relevo ou arabescos), ao redor da alça desenhos decorativos pintados a mão em tons de cinza, verde e rosa. Os desenhos formam dois ramos, tendo ao centro a alça; Na face oposta mesmo padrão decorativo com os dois ramos e ao centro, em dourado, monograma do proprietário da peça, C de A, feito em letras estilizadas e decorativas.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
13,T 1609,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
14,T 1589,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
15,T 1331,Xícara,,Não identificado,"Xícara em porcelana branca, desenhos decorativos geométricos em dourado e azul e ramos de flores em rosa e verde; friso dourada na base da xícara e na borda; alça curvilínea em branco e detalhe dourado.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
16,T 1565,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
17,T 1528,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
18,T 1547,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
19,,Prato Raso,,Mansard,"Pato Raso em porcelana branca; Borda com friso dourado; Aba ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo do prato, dando leve profundidade a peça; Fundo do prato em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
20,T 1607,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
21,T 1537,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
22,T 1474,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
23,T 1555,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
24,S/N,Prato de sobremesa,,Não identificado,"Prato em porcelana para sobremesa; prato branco com borda dourada seguido de desenho floral em verde, rosa e amarelo, orlando toda a aba; ao centro, monograma, em dourado, da família, rodeado pelo mesmo desenho floral.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
25,T 1541,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
26,T 1500,Prato Fundo,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
27,T 1482,Prato Fundo,,Não identificado,"Prato fundo em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
28,T 811,Quadro,Cena de Emaús,Não identificado,"Em primeiro plano, sentados a mesa 3 figuras masculinas; Ao centro da mesa, Jesus cristo, sentado em postura ereta, vestindo túnica vermelha de mangas e cola redonda. Cabeça inclinada para o alto, braços aberto e estendidos sobre a mesa, mãos espalmadas para o alto. Cabelos castanhos ondulados, repartidos ao meio, caindo levemente sobre os ombros; À direita, sentado em uma das cabeceiras, homem vestindo túnica em tonalidade bege, mangas compridas. Postura levemente curvada sobre a mesa, com os braços apoiados pelo cotovelo em cima da mesa e mão cruzadas. Cabeça ereta, olhando para frente. Cabelos negros, ondulados, caindo pelas costas. Barba longa, grisalha; A esquerda, na outra cabeceira, figura masculina sentada, vestindo túnica em tonalidade esverdeada, com mandas e gola em “V”. Cabeça inclinada na direção de Jesus. Mão esquerda apoiada na mesa, mão direita levantada, como se estivesse dialogando. Cabelos grisalhos, ondulados caindo pelas costas, porém na parte da frente da cabeça, existe uma ausência de cabelo. Barba longa e grisalha; Mesa retângula, com toalha clara cobrindo a mesa. Sobre ela, pequena bacia e o que parece ser uma xícara; Em segundo plano visualiza-se o cenário de uma casa, onde podemos ver o teto com ripas a mostra, lustre de metal com duas velas, uma em cada extremidade; Ao fundo, atrás da figura de Jesus, porta marrom, paredes em tonalidade de marrom mais claro; A direta aparece o que possivelmente deve ser uma janela; Moldura em madeira, revestido em gesso, dourada, fina, com pequenos relevos marcados por sulcos.",Gesso | Madeira | Pó de Ouro | Tela | Tinta,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
29,T 1588,Prato Fundo,,Não identificado,"Prato fundo em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
30,T 1456,Legumeira,,Não identificado,"Peça em cerâmica branca com detalhes em dourado; Recipiente quadrado. Friso dourado na base. Borda recortada e ondulada pintada de dourado. Internamente pequena base para apoio da tampa, seguido de friso dourado demarcando o fim dessa base; Tampa também quadrada, com borda recortada e pintada de dourado. Relevos verticais acentuando a subida da tampa. Logo acima da borda monograma da família em dois pontos opostos. Seguido de dois frisos dourados. No topo puxador, com forma semelhante a um “X”, trabalho com pequenos relevos em curva, com pintura em branco e dourado.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
31,,Molheira,,Não identificado,"Molheira em porcelana branca com desenhos decorativos; Base oval, com parte superior e inferior seguindo a mesma linha, extremidades bem alongadas; Bordas levemente ondulada e com friso dourado; Todo o recorte da aba é ricamente decorado com motivos florais, o desenho é em auto relevo e circula toda a peça sendo interrompido apenas para dar lugar ao monograma com as letras C de A. pintado em dourado; Desnível entre a aba e o fundo da peça, dando profundidade; Fundo da molheira em branco.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
32,T 1318,Fruteira,,Não identificado,"Fruteira em porcelana; 4 Pés em alto relevo com forma de folhagem. Espaçamento ondulante entre cada pé; Peça sobe em diferentes níveis com relevos e frisos demarcando cada espaço até chegar a uma haste de sustentação encimada por alto relevo de folhagem totalmente pintado em dourado. Monograma da família desenhado no inicio da haste; Recipiente inicia logo acima da haste de sustentação, abrindo em pequena forma oval, alto relevo ondulante em dourado, seguido de friso delimitador para o inicio da abertura maior do recipiente. Nesse ponto a cerâmica faz um trabalho geométrico todo vazado. Terminando em relevos florais e geométricos e borda totalmente irregular. Toda a peça é branca com bordas e relevos em dourado; A base do pé e o recipiente da fruteira são ligados por meio de parafuso interno, escondido por dentro da haste de ligação e visível apenas pelo fundo da peça.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
33,T 1533,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
34,T 1350,Xícara,,Não identificado,"Xícara em porcelana branca, desenhos decorativos geométricos em dourado e azul e ramos de flores em rosa e verde; friso dourada na base da xícara e na borda; alça curvilínea em branco e detalhe dourado.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
35,T 1341,Xícara,,Não identificado,"Xícara em porcelana branca, desenhos decorativos geométricos em dourado e azul e ramos de flores em rosa e verde; friso dourada na base da xícara e na borda; alça curvilínea em branco e detalhe dourado.",Cerâmica | Pó de Ouro | Tinta,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
36,T 1448,Covilhete,,Não identificado,"Travessa pequena, covilhete, em cerâmica branca com detalhes decorativos em dourado; Bordas irregulares em dourado; Ao redor da base, relevo ondulante em dourado; No centro monograma da família pintado em dourado.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
37,T 1525,Prato Raso,,Não identificado,"Prato raso em louça branca; Bordas recortadas de forma ondulante, faixa pintada em dourado; Ao centro do prato, borda circular mais profunda, marcada por fina faixa, também pintada em dourada; Ao centro do fundo do prato, monograma com as iniciais do proprietário da peça – JJTL.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
38,T 1454 | T 1455 (TAMPA),Molheira,,Não identificado,"Molheira com prato suporte e tampa, feitos em cerâmica branca e detalhes decorativos em dourado; Prato para suporte redondo, com bordas e friso em dourado, colado ao centro está a molheira; 4 pés em cerâmica com relevos em curva e pintados em dourado. Recipiente com laterais abauladas. 2 alças, uma em cada lateral, feitas também em cerâmica, saindo da base do recipiente em uma estrutura única e perto ao topo dividi-se em duas partes, formando volutas no final. Pintura decorativa em dourado. Friso dourado percorrendo horizontalmente todo o centro da peça, logo a cima monograma em dourado da família, seguido de friso grosso, também em dourado e que se contra no final da alça. Boca redonda e demarcada por borda em dourado; Tampa redonda com borda dourada em forma irregular, logo a cima monograma da família, seguido de friso dourado. No topo puxador, com forma semelhante a um “X”, trabalho com pequenos relevos em curva, com pintura em branco e dourado. Pequeno espaço recortado na borda para encaixe da colher.",Cerâmica | Pó de Ouro,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
