,Denominação,Número de registro,Título,Classificação,Data de produção,Autor,Material/Técnica,Local de produção,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
88,Calça,REG.0473,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Não identificada,Não identificado,Fio de Metal | Lantejoulas | Metal | Resina | Tecido,Brasil > Rio de Janeiro,"113,5",42,,,,"Em tecido preto com cintura alta e botões para suspensório; dois bolsos embutidos nas laterais, um na cintura do lado esquerdo e outro embutido atrás com presilha de ajuste. Costura externa guarnecida em tecido preto com bordado de ramo de carvalho frutado, em fio de metal e lantejoulas. Cós forrado internamente em tecido branco com listras azuis e brancas , bolsos e gancho em tecido bege.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
89,Casaca,REG.0474,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Século XIX,Não identificado,Galão Dourado | Metal | Tecido,Brasil > Rio de Janeiro,94,52,,,,"De tecido escuro, gola deitada, peito aberto, martela reta fechada com duas ordens de três botões forrados dispostos em linha reta; abas transpassadas arrematadas por dois botões forrados na altura da cintura. Nos punhos dois botões forrados. Forrada internamente com cetim preto; mangas forradas com cetim branco.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
90,Faixa Maçônica,REG.0475,"""GRAU 33 - Soberano Grande Inspector Geral""",08 Insígnias,Século XIX,Não identificado,Fio de Metal | Galão Dourado | Lantejoulas | Linha | Strass | Tecido,Não identificado,"73,5",21,,,,"De formato retangular, em gorgorão de seda em tom creme, tendo bordado em sua extensão: Águia bicéfala, com asas estendidas encimada por coroa pousada sobre listel com a inscrições ""DEUS/MEUM QUE/JUS""; o número ""33"" dentro de triângulo raiado e dois punhais entre os raios; dois estandartes, um vermelho e o outro branco, com cruz teutônica, em santor unidos por laço (parte solta) e roseta dentro de quadrado emoldurado por galão de fio metálico. Canutões dourados em ordem dupla. Tudo bordado em fio de metal, lantejoulas e strass.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
91,Insígnia (condecoração),REG.0476,A águia de duas cabeças de Lagash,08 Insígnias,Século XIX,Não identificado,Metal | Tinta,Não identificado,"9,8","6,9",,,"1,2","Águia negra, bicéfala, estendida, unhada e bicada de dourado, pousada sobre espada dourada, encimada por coroa real; no verso alça para fixação.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
92,Arandela,REG.0477,,05 Interiores > 05.4 Objeto de Iluminação,Século XIX,Não identificado,Argila | Vidro > Cristal | Madeira | Metal,França,"23,5",40,,,,"Base em madeira com suporte em cristal lapidado em forma de flor e estrutura de metal com dois parafusos com cabeça chata na parte inferior e manivelas na parte superior, de onde pendem dois braços em cristal sextavados em forma de ""S"", tendo na extremidade bobeche de cristal em forma de flor; com bocal e três hastes que sustentam manga em forma de cúpula invertida, em cristal jateado com motivos antropomorfos, zoomorfos e geométricos",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
93,Arandela,REG.0478,,05 Interiores > 05.4 Objeto de Iluminação,Século XIX,Não identificado,Argila | Vidro > Cristal | Madeira | Metal,França,"23,5","36,5",,,,"Base em madeira com suporte em cristal lapidado em forma de flor e estrutura de metal com dois parafusos com cabeça chata na parte inferior e manivelas na parte superior, de onde pendem dois braços em cristal sextavados em forma de ""S"", tendo na extremidade bobeche de cristal em forma de flor; com bocal e três hastes que sustentam manga em forma de cúpula invertida, em cristal jateado com motivos antropomorfos, zoomorfos e geométricos",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
94,Selo Postal,REG.0479,"""20 Réis""",03 Objetos Pecuniários,Não identificada,Não identificado,Papel | Tinta,Brasil,"3,1",3,,,,"Colado sobre pedaço de papel, lâmina de papel picotada na borda. Ao centro dentro de moldura em roxo, oval com busto de figura masculina levemente voltado à esquerda, com cabelos para trás na altura da orelha, usa pince-nez, bigode e cavanhaque; traja indumentária escura fechada, camisa branca e gravata, encimado pela inscrição: ""BRAZIL"""", e na parte inferior a inscrição: ""BENJAMIN CONSTANT/20/CORREIO/REIS/20"". Sobre a lâmina, carimbo em preto.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
95,Selo Postal,REG.0480,"""20 Réis""",03 Objetos Pecuniários,Não identificada,Não identificado,Papel | Tinta | Vidro,Brasil,"8,1","5,6",,,"0,7","Entre duas lâminas de vidro, de formato retangular, lâmina de papel picotada na borda. Ao centro dentro de moldura azul, oval com busto de figura masculina levemente voltado à esquerda, com cabelos para trás na altura da orelha, usa pince-nez, bigode e cavanhaque; traja indumentária escura fechada, camisa branca e gravata, encimado pela inscrição: ""BRAZIL"", e na parte inferior a inscrição: ""BENJAMIN CONSTANT""/20/CORREIO/REIS/20"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
0,Medalha,REG.0481,"""Auguste Comte""",12 Objetos Pessoais > 12.5 Objeto de Adorno,Não identificada,Não identificado,Metal > Bronze,Não identificado,"3,9","2,4",,,"0,5","De formato oval com rebordo e bordo liso, suspensão e argola. Anverso: efigie de figura masculina de perfil à esquerda de cabelos curtos ladeado pela inscrição: ""AUGUSTE COMTE"", com data acima 1798 e abaixo 1857. Reverso: figura feminina de corpo inteiro levemente voltada para a direita com rosto de perfil, com criança no colo. Traja indumentária comprida. No lado esquerdo a inscrição: ""LUMANITA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
1,Caneta-tinteiro,REG.0482,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,1953 | Século XX,Não identificado,Borracha | Metal | Resina,Estados Unidos,"13,2","1,6",,,,"De formato cilíndrico composto por corpo e tampa. Corpo composto por parte interna em resina preta, pena dourada, depósito de tinta em metal prateado e borracha; parte externa em metal dourado com decoração frisada e parte lisa com inscrição: ""GENERAL PERY/9-6-53"". Articuladas por rosca. Tampa em metal dourado com decoração frisada, prendedor em forma de seta e pino rosqueado em resina na ponta. Acompanha estojo de formato retangular em metal e couro, composto por duas partes côncavas unidas por dobradiças na parte posterior. Na parte superior ao centro disco em metal com o nº ""51"", interior forrado em tecido com impressão em dourado: ""PARKER ‘51’"" e etiqueta fixada com inscrição: ""CASA MARZULO/ CANETAS TINTEIRO/SM/RUA S. JOSÉ, 117/LARGO DA CARIOCA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
2,Lapiseira,REG.0483,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,1953 | Século XX,Não identificado,Metal | Resina,Estados Unidos,13,"1,3",,,,"De formato cilíndrico composto por corpo e tampa. Corpo composto por parte interna em metal prateado articulada, parte externa em metal dourado frisado e parte lisa com a inscrição: ""GENERAL PERY/9-6-53"", e ponta rosqueada em metal dourado com bico em metal prateado. Tampa em metal dourado com decoração frisada, prendedor em forma de seta e abertura na ponta. Acompanha estojo de formato retangular em metal e couro, composto por duas partes côncavas unidas por dobradiças na parte posterior. Na parte superior ao centro disco em metal com o nº ""51"", interior forrado em tecido com impressão em dourado: ""PARKER ‘51’"" e etiqueta fixada com inscrição: ""CASA MARZULO/ CANETAS TINTEIRO/SM/RUA S. JOSÉ, 117/LARGO DA CARIOCA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
3,Espátula (carta),REG.0484,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Não identificada,Não identificado,Marfim | Metal | Resina,Não identificado,,"1,3","13,3",,"0,8","Cabo em resina vermelha com extremidades em metal dourado e decoração fitomorfa, lâmina dupla de tamanho diferente, em marfim.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
4,Palito,REG.0485,,12 Objetos Pessoais > 12.3 Artigo de Toalete,Não identificada,Não identificado,Marfim,Não identificado,"6,9","0,5",,,"0,2",Haste pontiaguda em marfim com oval na outra extremidade,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
5,Bolsa,REG.0486,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Não identificada,Não identificado,Metal > Prata,Não identificado,"18,5","15,6",,,"0,5","De formato retangular, em malha de prata. Na borda superior seqüência de elos, por onde circula corrente terminada por elos maiores, para fechamento; abaixo arremate com decoração em bicos com esferas nas pontas. Na parte inferior terminação recortada, com esferas nas extremidades.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
6,Sinete,REG.0487,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Não identificada,Não identificado,Metal | Pedra,Não identificado,"8,5","2,2",,,,"Cabo em pedra lapidada e base em metal com decoração fitomorfa. Presa a base, lâmina retangular de metal com monograma: ""AB"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
7,Calçadeira,REG.0488,,12 Objetos Pessoais > 12.3 Artigo de Toalete,Não identificada,Não identificado,Couro | Madeira | Metal,Não identificado,"28,5","13,0 (aberta)",,,"4,0 (aberta)","Duas peças de madeira, unidas por uma dobradiça de metal, recortada e revestida em couro com percevejo na extremidade curva. Ao centro de cada peça, uma lâmina de metal que se encaixam quando a peça está fechada.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
8,Cinto,REG.0489,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,Não identificada,Não identificado,Couro | Metal | Tecido,Brasil,,6,"97,5",,,"Faixa de tecido verde oliva revestido em couro verde, com cinco aberturas com ilhós na parte interna e extensor. Nas extremidades, partes de fivelas em metal composta por escudo com a constelação do Cruzeiro do Sul contornada por círculo de estrelas de cinco pontas e ramos de louro frutado presas por passador.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
9,Quepe,REG.0490,,12 Objetos Pessoais > 12.8 Peça de Indumentária,Não identificada,Não identificado,Galão Dourado | Linha | Metal | Tecido,Não identificado,"13,5","24,5",,,,"Copa em tecido verde-oliva. Cinta em tecido preto, tendo à frente emblema composto de cinco elipses concêntricas sendo a do centro, azul com a Constelação do Cruzeiro do Sul, e as seguintes nas cores amarelo, verde, branco e prata, entre dois ramos de louro frutado, unidos pela haste. Abaixo, jugular em galão dourado, presa nas laterais por botões em metal dourado com a constelação do Cruzeiro do Sul ao centro contornado por estrelas. Pala de cor preta, debruada, com dois ramos de carvalho frutado em metal dourado. Carneira de couro marrom oleado. Interior revestido em plástico verde-oliva.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
10,Faixa Maçônica,REG.0491,"""GRAU - Cavaleiro Sete""",08 Insígnias,Século XIX,Não identificado,Fio de Metal | Lantejoulas | Pedras | Metal > Prata | Tecido,Não identificado,,"11,5",59,,,"De formato triangular em tecido vermelho revestido internamente de preto, faixa com bordados em fios de metal dourado e lantejoulas de ramos frutados intercalados por estrela de cinco pontas, coroa de espinhos, rosa e desenho não identificado, partindo dos braços e ponta superior de cruz latina preta filetada de dourado com rosa bordada ao centro. Abaixo pendurado por colchete e suspensão, símbolo de Rosa-Cruz estilizado.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
11,Guia de Espada,REG.0492,,01 Caça e Guerra > 01.1 Acessório de Armaria,Não identificada,Não identificado,Couro | Metal | Tecido,Não identificado,,"3,1","36,4",,"2,5","Em tecido verde-oliva revestido por couro. Na parte superior, passador em metal com decoração de ramos frutados, gancho preso por botão de atarraxar. Na parte inferior mosquetão metálico preso por botão de atarraxar. Botões em metal dourado com a constelação do Cruzeiro do Sul ao centro contornado por estrelas.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
12,Alfinete de Gravata,REG.0493,,12 Objetos Pessoais > 12.1 Acessório de Indumentária,Não identificada,Não identificado,Metal | smalte,Não identificado,"6,4","1,4",,,"0,5",Haste pontiaguda em metal tendo na extremidade lâmina de metal com bandeira do Brasil em esmalte.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
13,Selo Postal,REG.0494,"""200 Réis""",03 Objetos Pecuniários,Não identificada,Não identificado,Papel | Tinta,Brasil,"3,1","2,5",,,,"De formato retangular, lâmina de papel picotada na borda. Ao centro em azul, escudo oval com a constelação do Cruzeiro do Sul, contornando a inscrição: ""E.U. DO BRAZIL"" com estrelas de cinco pontas, oval perolada e nas partes superior e inferior, listel com volutas e a inscrição: ""CORREIO"", ""200 REIS"". No canto superior esquerdo, parte de carimbo sobre objeto.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
14,Envelope,REG.0495,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,Não identificada,Não identificado,Papel | Tinta,Brasil > Rio de Janeiro,"6,8","9,9",,,,"De formato retangular colado na parte traseira. No verso ao centro, carimbo oval azul com a inscrição: ""SOCIEDADE DE GEOGRAPHIA/DO/RIO DE JANEIRO"", no canto superior direito, lâmina de papel picotada na borda colada, tendo ao centro dentro de moldura em laranja, oval com busto de figura masculina levemente voltado à direita, calvo, usa pince-nez, bigode e cavanhaque, traja indumentária escura fechada, camisa branca com gola alta e gravata, contornado pela inscrição: ""OFFICIAL/BRAZIL CORREIO"",""AFFONSO PENNA/REIS 300 REIS""; do meio para a parte inferior a inscrição: 'EXMO. SR.14.744/MAJOR DR. JOSÉ BEVILAQUA/400, PRAIA DO FLAMENGO/RIO"". No anverso, três carimbos, sendo um oval em azul com inscrição: "".../RIO DE JANEIRO"", e dois circulares em preto sendo um com a inscrição: ""RIO DE JANEIRO ...../28/AGO/..."", e o outro com a inscrição: ""AVE... ..EN..R...../28/AGO/...""",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
15,Vale,REG.0496,,03 Objetos Pecuniários,Não identificada,Não identificado,Papel | Tinta,Estados Unidos > New York > New York,"3,6","5,9",,,,"De formato retangular, lâmina de papel picotada na borda. No verso ao centro, dentro de moldura decorada, em preto, vagão sobre rodas puxado por quadrúpedes voltado para a esquerda, com a inscrição na lateral: ""TRANSPORTES URBANOS"", contornados pelas inscrições: na parte superior dentro de listel: ""COMPANHIA TRANSPORTES URBANOS/VALE UMA/PASSAGEM""; abaixo: ""BAHIA/A/A/JOMES/DIRECTOR GERENTE/AMERICAN BANK NOTE CO. NEW YORK"". No anverso ao centro, dentro de moldura decorada em laranja, torre de construção arquitetônica com cinco pavimentos, tendo no pavimento superior a inscrição: ""T U"", e na parte inferior, fora da moldura a inscrição: ""AMERICAN BANK NOTE CO. NEW YORK"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
16,Termômetro,REG.0497,,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,Século XIX,Não identificado,Metal | Vidro,Alemanha,,"1,1","13,8",1,,"De formato cilíndrico com uma ponta delgada em vidro e a outra em metal com rosca e acabamento quadrangular com pega; contendo mercúrio (prateado) e escala graduada numa face e na outra a inscrição ""MÁXIMA 1/10 CO/ NORMALGLAS/MINUTENTHERM:/ 2257"". Com capa cilíndrica de metal que se atarraxa na ponta metálica.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
17,Cabide de Parede,REG.0498,,05 Interiores > 05.5 Peça de Mobiliário,Não identificada,Não identificado,Madeira | Metal,Não identificado,11,55,,,,Base retangular com dois parafusos e bordas batidas com haste inclinada para baixo em ângulo e suporte na extemidade em meia lua.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
18,Pasta,REG.0499,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XX,Não identificado,Couro | Metal,Não identificado,"28,5",,"38,5",,"1,8","De formato retangular, em couro marrom com decoração escamada. Parte da frente com aba tendo fechadura central e cantoneiras vazadas em metal nas laterais. No verso na parte de baixo, fechadura. Interior em fole.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
19,Pasta,REG.0500,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XX,Não identificado,Couro | Papel | Tecido | Tinta,Não identificado,,31,44,,"3,3","De formato retangular em couro preto. Parte interna, de um lado forrada de papelão com acabamento em couro nas laterais; o outro lado, forrado com tecido de cor clara debruado, com três divisórias, fecho tipo lingüeta e visor.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
20,Pasta,REG.0501,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XX,Não identificado,Couro | Metal | Tinta,Não identificado,,"38,5","41,5",,"3,3","De formato retangular em couro marrom. Parte da frente com aba, fechadura na parte central e fechada nas laterais por cinturão passado por presilhas. Na parte superior alça em couro fixada por argolas de metal. Interior em couro cru com três divisões em fole e chave.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
21,Pasta,REG.0502,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XX,Não identificado,Couro | Metal | Papel | Plástico,Não identificado,,"28,7","39,5",,5,"De formato retangular, em couro marrom com decoração escamada. Duas alças retráteis e zíper na extensão. Internamente em couro mais claro, no lado esquerdo três divisórias sendo uma fechada por zíper e visor para cartão com a inscrição ""PERY CONSTANT BEVILAQUA/GENERAL DE BRIGADA"" ; no lado direito, duas divisórias, sendo uma em fole.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
22,Pasta,REG.0503,,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Século XX,Não identificado,Couro | Tinta,Não identificado,,36,"49,8",,"2,3","De formato retangular, em couro marrom. Parte da frente com escudo de Armas da República e a inscrição ""S.T.M./ GEN. EX. PERY CONSTANT BEVILAQUA /MINISTRO""; em dourado. Interior com cantoneira nos vértices em um dos lados.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
23,Chuveiro,REG.0504,,04 Construção > 04.3 Equipamento Hidráulico,Século XIX,Não identificado,Metal,Não identificado,"24,7","15,5",,,,"Cruzeta com rosqueado nas extremidades, uma luva redutora e registro em balança; cone com parte menor rosqueada e parte maior com furos, tudo em metal.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
24,Parafuso,REG.0505,,16 Amostras/Fragmentos,Não identificada,Não identificado,Metal,Não identificado,,"3,2","22,5",,,Haste tubular com cabeça sextavada e ponta em rosca.,,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
25,Dosificador,REG.0506,,06 Trabalho > 06.9 Equipamento Médico,Não identificada,Não identificado,Tinta | Vidro,Não identificado,"15,7",,,"9,9",,"De formato circular em vidro transparente, com bico na borda e graduado na lateral com os numerais de baixo para cima : ""50"", ""150"", ""20ºC"", ""ML"" E ""250""; em forma de sino com pé em disco.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
26,Bibliocanto,REG.0507,,05 Interiores > 05.1 Acessório de Interiores,Século XX,Não identificado,Madeira,Não identificado,"20,4","7,9",,,,"Sobre base retangular com declive, cabeça e pescoço de eqüino, em madeira.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
27,Bibliocanto,REG.0508,,05 Interiores > 05.1 Acessório de Interiores,Século XX,Não identificado,Madeira,Não identificado,21,"7,8",,,,"Sobre base retangular com declive, cabeça e pescoço de eqüino, em madeira.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
28,Troféu,REG.0509,,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,Século XX,Não identificado,Metal | Pedra,Não identificado,"18,2","15,3",,,,"Sobre base dupla retangular em pedra, estrutura de metal, decorada por dois ramos, tendo na extremidade superior, disco em metal com borda decorada por ramos frutados, e ao centro em relevo, construção arquitetônica com inscrição na orla: ""XXXVIII CORRIDA INTERNACIONAL DE S. SILVESTRE - A GAZETA ESPORTIVA"". Fundo liso. Na primeira base, placa em metal com inscrição contornada por ramos de: ""HOMENAGEM/DE/A GAZETA ESPORTIVA"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
29,Placa de Identificação,REG.0510,,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,Século XX,Não identificado,Feltro | Madeira | Metal,Não identificado,"9,9","37,4",,,,"Sobre suporte de madeira recortado, placa em metal de mesmo formato, tendo ao centro a inscrição: ""GEN. PERY CONSTANT BEVILAQUA"", entre ramos de folhagens e encimado pelo Escudo de Armas da República.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
30,Cigarreira,REG.0511,,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,Não identificada,Não identificado,Madeira,Paraguai,"9,4","14,5",,,,"De formato retangular composta por tampa e base. Na parte superior da tampa, caneluras e uma abertura retangular ao centro; lateral com entalhes florais emoldurados e interior com duas peças em diagonal e encavo nas paredes laterais. Base lisa com uma trave frisada nas laterais, fixada ao centro por parafuso.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
31,Copo,REG.0512,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Metal > Prata,Não identificado,"7,8",,,"7,8",,"De formato cilíndrico em metal prateado com friso em relevo na borda, e no bojo a inscrição: ""BENJAMIN B."".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
