,Número de registro,Denominação,Título,Autor,Classificação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - espessura,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Estado de conservação,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
25,1943.0,Peça de grupo escultórico religioso,Igreja de Presépio,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,69.5,37.7,,,,,Madeira > Cedro | Ferro | Tintas,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
26,1944.0,Estojo de toalete (fragmento),Sem título,Não identificado,12 Objetos Pessoais > 12.3 Artigo de Toalete,4.6,7.9,23.2,23.2,,,Argila > Caolim | Esmalte,Bom,Japão (colônia Portuguesa),[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
27,1945.0,Garrafa de bebida alcoólica,Altona / J.T. Gayen [rótulo],Não identificado,15 Embalagens/Recipientes,24.0,7.2,,,,,Vidro,Bom,,[18-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
28,1946.0,Retrato (fotografia) - transferido para arquivo histórico,Tenente Joaquim José de Sena,Não identificado,10 Comunicação > 10.1 Documento,30.0,24.0,,,,,Papel,Regular,Brasil > Minas Gerais,[entre 1851 e 1900],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
29,1947.0,Retrato (fotografia) - transferido para arquivo histórico,Fernando de Melo Viana,M. Rosenfeld,10 Comunicação > 10.1 Documento,22.7,16.5,,,,,Papel,Regular,Brasil > Rio de Janeiro,1933,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
30,1948.0,Certificado de benção papal - transferido para arquivo histórico,Sem título,Não identificado,10 Comunicação > 10.1 Documento,38.9,29.3,,,,,Papel,Regular,Itália > Roma,1932,museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
31,1949.0,Molde de fundição de ostensório,Divino Espírito Santo,Não identificado,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,35.0,27.5,,,,,Pedra-sabão,Regular,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
32,1950.0,Fechadura de arca,Sem título,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,24.2,12.7,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
33,1951.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,6.5,19.7,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
34,1952.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,7.0,4.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
35,1953.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,17.8,9.8,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
36,1954.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,10.6,10.9,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
37,1955.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,11.1,6.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
38,1956.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,19.4,14.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
39,1957.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,19.1,18.9,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
40,1958.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.2,12.9,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
41,1959.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,16.4,18.6,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
42,1960.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,15.5,16.3,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
43,1961.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.7,18.9,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
44,1962.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.0,16.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
45,1963.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,19.0,28.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
46,1964.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.6,18.3,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
47,1965.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,18.0,26.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
48,1966.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,13.7,11.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
49,1967.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,9.2,18.1,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
50,1968.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,15.2,17.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
51,1969.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,8.5,8.8,,,,,Ferro,Regular,Brasil > Minas Gerais,[18-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
52,1970.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,15.9,13.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
53,1971.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.4,15.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
54,1972.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,7.4,8.6,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
55,1973.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,11.6,15.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
56,1974.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.5,20.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
57,1975.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.5,16.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
58,1976.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,15.0,14.9,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
59,1977.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,13.2,12.4,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
60,1978.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,15.6,10.8,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
61,1979.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,13.1,9.6,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
62,1980.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,3.8,6.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
63,1981.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,10.9,8.7,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
64,1982.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,12.9,14.4,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
65,1983.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.1,12.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
66,1984.0,Fechadura,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,18.1,16.1,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
67,1985.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,9.1,67.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
68,1986.0,Dobradiça,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,9.2,46.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
69,1987.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,14.5,42.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
70,1988.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,7.0,24.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
71,1989.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,11.0,11.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
72,1990.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,16.5,39.3,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
73,1991.0,Dobradiça,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,29.6,44.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
74,1992.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,10.0,66.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
75,1993.0,Dobradiça (?),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,23.5,3.8,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-?],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
76,1994.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,20.0,7.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
77,1995.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,15.4,4.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
78,1996.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,19.0,5.6,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
79,1997.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,12.5,14.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
80,1998.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,28.5,4.5,,,,,Ferro,Ruim,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
81,1999.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,6.7,13.2,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
82,2000.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,12.9,46.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
83,2001.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,13.1,12.4,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
84,2002.0,Dobradiça (?),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,10.3,15.3,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
85,2003.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,11.2,,39.5,39.5,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
86,2004.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,8.0,38.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
87,2005.0,Dobradiça,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,6.4,22.7,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
88,2006.0,Dobradiça,Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,8.3,49.0,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
89,2007.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,8.7,33.7,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
90,2008.0,Dobradiça (fragmento),Sem título,Não identificado,04 Construção > 04.4 Fragmento de Construção,18.8,5.5,,,,,Ferro,Regular,Brasil > Minas Gerais,[17-],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
91,2009.0,Nossa senhora,Nossa Senhora da Conceição,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,29.0,12.3,,,,,Madeira | Tintas,Regular,Brasil > Minas Gerais,[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
92,2010.0,Santa,Santa Rita de Cássia,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,20.2,8.1,,,,,Madeira | Tintas,Regular,Brasil > Minas Gerais,[entre 1801 e 1850],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
93,2011.0,Cadeirinha de arruar (fragmento),Sem título,Não identificado,11 Transporte > 11.6 Transporte Terrestre,7.9,4.8,,,,,Madeira | Tintas,Regular,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
94,2012.0,Cadeirinha de arruar (fragmento),Sem título,Não identificado,11 Transporte > 11.6 Transporte Terrestre,8.1,4.6,,,,,Madeira | Tintas,Regular,Brasil > Minas Gerais,[entre 1751 e 1800],museudainconfidencia_-_acervo-museologico,https://museudainconfidencia.acervos.museus.gov.br/wp-json/tainacan/v2/collection/9/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,9
