,Número,Coleção,Título,Procedência,Data,Ano,Material/Técnica,Objeto,Dimensões,Descrição,Autor,ACERVO,URL,TAINACAN_COLECTION_ID
65,556,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"8,3 x 5,6 cm","Um trem em movimento. (fotografia muito ruim, fora de foco).",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
66,557,Companhia Vale do Rio Doce - CVRD,Natal do Filho do Ferroviário - Vitória,CVRD,12/1951,1951.0,Foto | Preto e branco,Albúm da CVRD,"16,9 x 23 cm","muitas crianças segurando e mostrando seus presentes, alguns adultos também.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
67,364,Companhia Vale do Rio Doce - CVRD,Seminário de Integração UFEs - CVRD,CVRD,10/1976,1976.0,Foto | Preto e branco,Fotografia,18 x 24 cm,Encerramento do 2 Seminário de Integração UFES - CVRD. Mesa composta por cinco homens. No meio o sr. Dr. Helder Zenóbio palestrando.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
68,365,Companhia Vale do Rio Doce - CVRD,Seminário de Integração UFEs - CVRD,CVRD,10/1976,1976.0,Foto | Preto e branco,Fotografia,18 x 24 cm,Dois universitários premiados no Concurso de Monografia do ano anterior. Estão palestrando.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
69,1243,Polícia Militar do Espírito Santo,Santa Casa de Misericórdia - Vitória,Não identificado,10/1911,1911.0,Preto e branco,Fotografia,"29,8 x 35,8 cm","Grande aterro nos fundos da Santa Casa de Misericórida em Vitória, em outubro de 1911. Á esquerda a Santa casa e à direita morro com algumas casas.",Arcesislau Soares,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
70,989,IV Centenário da Cidade de Vitória,Visitação ao D.E.R.,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Pessoas visitando a grande Maquete de Vitória.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
71,990,IV Centenário da Cidade de Vitória,Desfile Escolar - Infantil,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Homenagem dos Clubes Agrícolas. Vários meninos vestidos de índios.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
72,991,IV Centenário da Cidade de Vitória,Porto de Vitória,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Porto de Vitória. Vemos Dom Luiz, Governador Jones e Esposa, Dr. Nuno Santos Neves, Dr. Gilson Vieira Mendonça (presidente do Tribunal de Justiça - com chapéu na mão). Ao fundo grande navio militar.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
73,992,IV Centenário da Cidade de Vitória,Desfile Escolar - Infantil,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Homenagem dos Clubes Agrícolas. Meninas segurando regadores de plantas.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
74,993,IV Centenário da Cidade de Vitória,Navio iluminado,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Visão noturna de um navio iluminado atracado na Baía de Vitória.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
75,1007,IV Centenário da Cidade de Vitória,Inauguração,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Várias personalidades para um ato inaugural. À esquerda Dr. Jones dos Santos Neves e primeira dama, Dona Alda. Um homem fala ao microfone.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
76,1008,IV Centenário da Cidade de Vitória,Inauguração,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Dr. Jones cumprimentando um homem de terno claro. Logo atrás vemos o Presidente do Tribunal de Justiça do ES, sr. Gilson Vieira Mendonça.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
77,1011,IV Centenário da Cidade de Vitória,Desfile Agricola,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Desfile das Escolas Agrícolas - vemos à frente um trator.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
78,1015,IV Centenário da Cidade de Vitória,Estádio Govenador Bley,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Tribuna Oficial do Estádio Governador Bley. Vemos Dr. Jones e outros militares, ao fundo bandeiras.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
79,1028,IV Centenário da Cidade de Vitória,Desfile Escolar - Infantil,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Meninas festidas de princesas desfialndo em carro alegórico. Bandeiras do Estado do Espírito Santo.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
80,1029,IV Centenário da Cidade de Vitória,Desfile Escolar - Infantil,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Meninas festidas de princesas desfialndo em carro alegórico. Bandeiras do Estado do Espírito Santo.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
81,1030,IV Centenário da Cidade de Vitória,Porto de Vitória,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Solenidade no Porto de Vitória. Vemos duas grandes mesas com vários militares (continuação das fotos 024 e 058).,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
82,1033,IV Centenário da Cidade de Vitória,Porto de Vitória,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Dr. Jones e outros homens em palanque montado em frente ao Porto para as solenidades do IV Centenário.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
83,1052,IV Centenário da Cidade de Vitória,Jogos Escolares,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Estudantes carregando nos ombros bandeiras fechadas.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
84,1054,IV Centenário da Cidade de Vitória,Jogos Escolares,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Rapazes em frente a escadaria do Palácio Anchieta, uns estão de pé e outros agachados. Vemos nas laterais algumas moças.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
85,1063,IV Centenário da Cidade de Vitória,Clube Vitória,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Quatro homens sentados conversando, entre eles vemos o Governador Jones dos Santos Neves.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
86,1071,IV Centenário da Cidade de Vitória,Estádio Governador Bley,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Arquibancada lotada e ao centro vemos a tribuna oficial com autoridades.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
87,1082,IV Centenário da Cidade de Vitória,Palácio Anchieta,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Vista do frontão principal da fachada do Palácio Anchieta. Três Bandeiras de frente.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
88,1083,IV Centenário da Cidade de Vitória,Departamento Estadual de Estatistica,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Dr. Jones dos Santos Neves visitando o Departamento Estadual de Estatistica do ES, para a inauguração do Equipamento Multilith.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
89,1084,IV Centenário da Cidade de Vitória,Departamento Estadual de Estatistica,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Dr. Jones dos Santos Neves visitando o Departamento Estadual de Estatistica do ES, para a inauguração do Equipamento Multilith.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
90,1089,IV Centenário da Cidade de Vitória,Porto de Vitória,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Soleindade no Porto de Vitória, com a presença de Autoridades Militares, Dom Luiz e o Governador Jones dos Santos Neves. A frente vemos mesa com taças e flores.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
91,1110,IV Centenário da Cidade de Vitória,Porto de Vitória,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Apresentação de meninas uniformizadas, em frente ao palanque erguido no Porto de Vitória, ao Dr. Jones dos Santos Neves e Dona Alda.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
92,1129,IV Centenário da Cidade de Vitória,Desfile Escolar - Infantil,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Desfile das Escolas Primárias. Rua arborizada com várias espectadores. As crianças seguram nos ombros bandeiras fechadas.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
93,1135,IV Centenário da Cidade de Vitória,Desfile Escolar - Infantil,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm","Desfile das Escolas Primárias, ao fundo Dr. Jones dos Santos Neves.",Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
94,1136,IV Centenário da Cidade de Vitória,Apresentação de Balé Infantil,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Apresentação de Balé Infantil.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
95,1160,IV Centenário da Cidade de Vitória,Porto de Vitória,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Dr. Jones dos Santos Neves e Dona Alda em Palanque montado em frente ao Porto de Vitória.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
0,1162,IV Centenário da Cidade de Vitória,Escadaria do Palácio Anchieta,Museu Capixaba (23/02/1968),09/1951,1951.0,Foto | Preto e branco,Albúm Fotográfico,"17,6 x 24 cm",Grupo de pessoas em frente à Escola Técnica de Commercio Capixaba. Dr. Jones dos Santos Neves e o Sr. Dr. Gilson Vieira Mendonça - Presidente do Tribunal de Justica ES.,Jamil Merjane (ES),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
1,232,Carte-de-visite,Não identificado,Beatrice Monjardim Castelo Branco,07/1865,1865.0,Preto e branco,Fotografia,"10,2 x 6 cm",Final do século XIX. Figura masculina de frente. Usa vasto bigode e barba. Com pequeno oculos oval. Julho de 1865,Christiano Jr. & Pacheco (RJ),museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
2,446,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,8 x 22,8 cm",Senhor Governador Jones dos Santos Neves chegando ao local das comemorações. As pessaos aplaudem.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
3,454,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,8 x 22,7 cm",quatro homens atrás de uma mesa e um ao lado discursando em um microfone. Local enfeitado com folhas de palmeiras.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
4,455,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,5 x 23,1 cm",Homens atrás de uma mesa. Uns aplaudem enquanto outros se cumprimentam.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
5,456,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,7 x 22,8 cm",Mesa com pessoas atrás. Ao centro um homem de pé falando ao microfone olhando de lado. Ao centro vemos o governador Jones dos Santos Neves sentado.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
6,457,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,8 x 22,8 cm",Auditório cheio de pessoas assistindo e sentadas.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
7,459,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,8 x 22,7 cm",Homens atrás de uma mesa onde vemos três de pé entre eles o Governador do Estado do ES. O do meio esta aplaudindo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
8,460,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,8 x 22,8 cm",Homens atrás de uma mesa onde vemos o Governador falando ao microfone.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
9,461,Companhia Vale do Rio Doce - CVRD,Decenário da Cia Vale do Rio Doce,CVRD,06/1952,1952.0,Foto | Preto e branco,Albúm da CVRD,"16,5 x 23,1 cm","Mesa oficial ao fundo. Na parede bandeiras do Brasil e da Companhia, além dos retratos do Presidente da República e outros.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
10,1257,Postais,Trecho da Rua do Comércio,Alice Proença Monjardim (1988),05/1910,1910.0,Impressão | Papel colorido,Cartão Postal,"8,8 x 13,9 cm","Trecho da Rua do Comercio . No canto à esquerda vê-se o Porto dos Padres. À direita casario, pedestres e um bonde puxado a burro. Ao fundo no alto a Santa Casa de Misericórdia. No canto superior esquerdo a Inscrição "" Victória - um trecho da rua do Comerc",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
11,1227,Personalidades,Sem identificação,Dr. Mario Freire,04/1944,1944.0,Foto | Preto e branco,Fotografia,"23,5 x 17,8 cm","Busto de homem,corpo virado para a direita, usa monóculo. Dedicatória na frente da imagem: ""Ao prezado Mario Freire com abraço do velho amigo. (...). Abril de 1944"".",Octávio Paes,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
12,680,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Vista aérea da Cidade de Vitória,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Vista aérea da cidade de Vitória, mostrando ao centro a Ilha do Príncipe e ao fundo um trecho de Vitória. No canto superior direito praia comprida. Tudo antes do aterro.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
13,681,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua primeiro de março. Temos uma praça e ao centro três casarões e à direita escadaria do Palácio do governo do Estado.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
14,682,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Estrada do Contorno,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Estrada do Contorno ainda sem asfaltamento. Árvores ladeam a estrada.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
15,683,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Avenida Getúlio Vargas (DEPOIS) com escadaria do Palacio Anchieta à direita, armazéns do porto no centro e ao fundo um guindastre à esquerda.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
16,684,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Avenida Getulio Vargas (CONSTRUÇÃO) vista do alto. À direita escadaria do Palacio Anchieta, no centro e ao fundo prédios antigos sendo demilidos. À esquerda trecho do porto de Vitória. Ao centro diversos operários trabalhando.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
17,685,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Avenida Getúlio Vargas,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Avenida Getúlio Vargas (CONCLUÍDA) vista do alto. À direita escadaria do Palacio Anchieta. À esquerda trecho do porto de Vitória. Ao centro vários pedestres.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
18,686,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março em processo de calçamento em pedras. Ao fundo um prédio com uma parte demolida.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
19,687,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março com calçamento concluído. Ao fundo porto de Vitória e pessoas atravessando a rua.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
20,688,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março com casario em processo de demolição à esquerda e um carro estacionado em frente.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
21,689,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março depois de concluídas as obras. À esquerda edificio alto (Casa Samuel) e guindaste ao fundo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
22,690,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março casa em demolição. Ao fundo Palácio Anchieta.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
23,691,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março. Obras concluídas de calçamento à direita o Palácio Anchieta.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
24,692,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Baía de Vitória,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Fotografia tirada do Forte de São João. Vemos à direita o centro de Vitória com a torre da catedral e à esquerda os navios do canal.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
25,693,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março (ANTES) casa sendo demolida à esquerda. À direita escadaria do Palácio Anchieta.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
26,694,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua 1 de Março,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua 1 de Março (DEPOIS) casa demolidas e escadaria à direita do Palácio Anchieta.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
27,695,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Jerônimo Monteiro (ANTES) com linhas de bonde, alguns carros, carroças e pedestres. Trecho da escadaria do Palácio anchieta e prédio com Casa Hilal no térreo. Casas e sobrados antigos.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
28,696,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Jerônimo Monteiro (DEPOIS) com novo calçamento. Trecho da escadaria do Palácio anchieta e prédio com Casa Hilal no térreo. À direita um edifício novo de quatro andares com a placa no térreo ""Retratos de arte, cinematografia - Paes"".",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
29,697,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Jerônimo Monteiro (ANTES) com linhas de bonde, alguns carros estacionados e pedestres. À direita casas comerciais _ Tuffi Buaiz.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
30,698,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Rua Jerônimo Monteiro (DEPOIS) com postes de iluminação no centro da rua. Ao fundo trecho do porto de Vitória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
31,699,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Praça 8 de Setembro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Obras da Praça 8 de setembro (ANTES) vistas do alto, diversos operários executando o calçamento. À esquerda edificio ainda em construção. Ao fundo armazéns n. 5 do Porto de Vitória.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
32,700,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Praça 8 de Setembro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm",Obras da Praça 8 de setembro (DEPOIS ) com torre do relógio concluída. Quatro arvores e quatro postes de iluminação ladeam a torre. Ao fundo armazéns n. 5 do Porto de Vitória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
33,701,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Jerônimo Monteiro (ANTES) vista do alto. No lado esquerdo árvores e no centro bonde, à direita Hotel Soares.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
34,702,Governo Américo Monjardim - Vitória de Ontem e de Hoje,Rua Jerônimo Monteiro,Não identificado,03/1944,1944.0,Foto | Preto e branco,Albúm Fotográfico,"17,5 x 23,5 cm","Rua Jerônimo Monteiro (DEPOIS) vista do alto. No lado esquerdo prédio de dois andares com a placa ""Wilson Sons & Co. Limited"", árvores e calçadão. À direita trecho da Praça 8 de Setembro.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
