,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões,Material/Técnica,Data de produção,Local de produção,Estado de conservação,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
48,2004.16.103,Fotografia,Lucília Guimarães Villa-Lobos e sua família,Não identificado,10 Comunicação > 10.1 Documento,"Da dir. para esq.: Dinorah - irmã (1ª), Oscar Guimarães - irmão (2º), Yacyra - esposa de Luiz (3ª), Lucília Guimarães Villa-Lobos (4ª), Luiz Guimarães - irmão(5º), Oldemar Guimarães - irmão (6º) e Lourdes - esposa de Oldemar(7ª).",,Fotografia em preto e branco; papel,Outubro de 1960,Brasil,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
49,2004.16.130,Fotografia,"Da dir. para esq.: Oldemar, Dinorah, Oscar, Lucilia e Luiz",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Outubro de 1960,Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
50,2004.16.098,Fotografia,Missa do 2ª aniversário de falecimento de Villa-Lobos.,Não identificado,10 Comunicação > 10.1 Documento,"Hermenegilda e Arminda sentadas, de pé à esq. Manuel Bandeira, à dir. Arnaldo Estrella, Marcos Romero e Octacílio Braga entre outros não identificados. Igreja da Candelária. No verso, manuscrito “Missa na Candelária às 9: 30 horas no dia 17-11-61”",,Fotografia em preto e branco; papel,17/11/1961,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
51,2004.16.099,Fotografia,Missa do 2ª aniversário de falecimento de Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,"Hermenegilda e Arminda sentadas, de pé à esq. Manuel Bandeira, à dir. Arnaldo Estrella, Marcos Romero e Octacílio Braga entre outros não identificados. Igreja da Candelária: No verso, manuscrito “Missa na Candelária às 9: 30 horas no dia 17-11-61”",,Fotografia em preto e branco; papel,17/11/1961,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
52,1980.16.146,Fotografia,"Carlos Lacerda e Arminda inauguram Escola Primária Heitor Villa-Lobos, da Secretaria Geral de Educação e Cultura do Estado da Guanabara, em Padre Miguel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,10/04/1962,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
53,1982.16.147,Fotografia,"Carlos Lacerda e Arminda Villa-Lobos inauguram Escola Primária Heitor Villa-Lobos, da Secretaria Geral de Educação e Cultura do Estado da Guanabara, em Padre Miguel",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,10/04/1962,Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
54,2004.16.114,Fotografia,"Lucília Guimarães Villa-Lobos, cortando bolo de aniversário",Não identificado,10 Comunicação > 10.1 Documento,No verso manuscrito “Aniversário de Maninha 26-5-1965”.,,Fotografia em preto e branco; papel,26/05/1965,Brasil,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
55,2004.16.140,Fotografia,"Luiz Guimarães, falando em homenagem a Lucilia",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,11/06/1977,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
56,2004.16.065,Fotografia,"Arminda, sentada a mesa de trabalho, na 1ª sede do Museu Villa-Lobos, na Rua da Imprensa nº16 - 9º andar do antigo Palácio da Cultura (então sede do MEC)",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,Julho de 1978,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
57,2003.16.086,Fotografia,Cópia Xerox da capa da revista “Orquestra Sinfonica Petrobras Pró Música/Festival Villa-Lobos/Abertura da temporada 2002/Theatro Municipal do Rio de Janeiro/07 de abril de 2002”,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,07/04/2002,,,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
58,1982.16.029,Fotografia,"Raul Villa-Lobos, pai de Heitor Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1898,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
59,2003.16.082,Fotografia,"Cópia reprográfica (Xerox) do livro de Luiz Paulo Horta com a seguinte legenda: “Heitor Villa-Lobos com um ano de idade, Rio. 1898”",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1898,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
60,1982.16.136,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1908,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
61,1991.16.005,Fotografia,"Carmen, irmã de Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1913,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
62,1991.16.006,Fotografia,"Othon, irmão caçula de Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1920,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
63,1980.16.005,Fotografia,Grupo não identificado,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[192-],,Ruim,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
64,1980.16.003,Fotografia,"Domitildes Santos Monteiro, avó materna de Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[192-],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
65,2004.16.148,Fotografia,"Villa-Lobos, o pianista espanhol Tomás Terán e sua esposa Maria Teresa segurando a pipa (papagaio) gigante que eles mesmos construíram. Lussac-Les-Châteux",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[192-],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
66,1987.16.001,Fotografia,Villa-Lobos. Foto de propaganda de concerto na Sala Gaveau,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1921,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
67,1983.16.111,Fotografia,Andrés Segóvia e Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1923,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
68,1980.16.001,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,"Existem duas cópias, em uma delas a dedicatória “À Lalinha gratidão do Villa-Lobos. Rio, 24/11/926” e uma anotação no verso “por ocasião dos concertos a Washigton Luiz, então presidente da República - 1926”.",,Fotografia em preto e branco; papel,1926,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
69,1982.16.112,Fotografia,"Villa-Lobos, o pianista espanhol Tomás Terán e sua esposa Maria Teresa segurando a pipa (papagaio) gigante que eles mesmos construíram",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1927,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
70,1980.16.154,Fotografia,Villa-Lobos e Edgar Varèse,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1927,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
71,2004.16.005,Fotografia,"Da dir. para esq.: Lucília Villa-Lobos (3ª), Villa-Lobos (6º) e João de Souza Lima (9º) entre outros não identificados",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1928,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
72,1987.16.059,Fotografia,"Villa-Lobos, o soprano Nair Duarte e as pianistas Antonieta Rudge e Lucília Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,1930,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
73,2002.16.195,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,Cópia recortada da foto 1987-16A-059 onde aparece com a soprano Nair Duarte e as pianistas Antonieta Rudge e Lucília.,,Fotografia em preto e branco; papel,1930,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
74,2004.16.149,Fotografia,Excursão pelo interior de São Paulo,Não identificado,10 Comunicação > 10.1 Documento,"Excursão pelo interior de São Paulo, 1930.Da dir. para esq.: Souza Lima (2º), Lucília Villa-Lobos (5ª - atrás de Nair Duarte), Nair Duarte (6ª), Villa-Lobos (7º - atrás de Nair Duarte).Ver também 2004-16A-150.Obs: Doação da família de Lucília Guimarães.",,Fotografia em preto e branco; papel,1930,,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
75,2004.16.152,Fotografia,Fotolito. Excursão pelo interior de São Paulo,Não identificado,10 Comunicação > 10.1 Documento,"Da dir. para esq.: Villa-Lobos (2ºabaixado), Lucília Villa-Lobos (2ª de pé), Souza Lima (7º) entre outros não identificados.",,Fotografia em preto e branco; papel,1930,,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
76,1980.16.007,Fotografia,"Villa-Lobos sentado entre Arminda e Ruth Valladares Corrêa. De pé da direita para a esquerda, Iberê Gomes Grosso, Arnaldo Estrella, Gazzi de Sá, José Vieira Brandão e Oscar Borgerth",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],Uruguai > Montevidéu,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
77,1980.16.011,Fotografia,Villa-Lobos brincando com uma criança,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Ruim,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
78,1980.16.013,Fotografia,Villa-Lobos demonstrando a manossolfa - mi2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
79,1980.16.014,Fotografia,Villa-Lobos demonstrando a manossolfa - do#2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
80,1980.16.015,Fotografia,Villa-Lobos demonstrando a manossolfa - re# 2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
81,1980.16.016,Fotografia,Villa-Lobos demonstrando a manossolfa - sol2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
82,1980.16.017,Fotografia,Villa-Lobos demonstrando a manossolfa – si#2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
83,1980.16.018,Fotografia,Villa-Lobos demonstrando a manossolfa – dó3,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
84,1980.16.019,Fotografia,Villa-Lobos demonstrando a manossolfa - sol#,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
85,1980.16.020,Fotografia,Villa-Lobos fumando charuto e escrevendo uma partitura,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
86,1980.16.024,Fotografia,"Arminda na 3ª fila à esquerda, Sylvio Salema na 3ª fila à dir. e grupo não identificado",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
87,1980.16.032,Fotografia,Villa-Lobos utilizando exercício de manossolfa,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
88,1982.16.055,Fotografia,Villa-Lobos demonstrando a manossolfa - ré (2),Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
89,1982.16.056,Fotografia,Villa-Lobos demonstrando a manossolfa - dó (2),Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
90,1982.16.091,Fotografia,"Villa-Lobos dentro de carro, com crianças do lado de fora olhando para Arminda",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
91,1982.16.146,Fotografia,Reprodução de foto de jornal ou revista documentando um bailado com tema indígena,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
92,1982.16.200,Fotografia,Villa-Lobos demonstrando a manossolfa - Si bemol,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
93,1982.16.252,Fotografia,Villa-Lobos demonstrando a manossolfa - fa3,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
94,1982.16.253,Fotografia,Villa-Lobos demonstrando a manossolfa - mi3,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
95,1982.16.254,Fotografia,Villa-Lobos demonstrando a manossolfa - sol3,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
0,1982.16.255,Fotografia,Villa-Lobos demonstrando a manossolfa - re3,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
1,1982.16.256,Fotografia,Villa-Lobos demonstrando a manossolfa - re4,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
2,1982.16.257,Fotografia,Villa-Lobos demonstrando a manossolfa - fa4,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
3,1982.16.258,Fotografia,Villa-Lobos demonstrando a manossolfa - la3,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
4,1982.16.259,Fotografia,Villa-Lobos demonstrando a manossolfa - si3,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
5,1982.16.260,Fotografia,Villa-Lobos demonstrando a manossolfa - do4,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
6,1982.16.261,Fotografia,Villa-Lobos demonstrando a manossolfa - mi4,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
7,1983.16.066,Fotografia,Villa-Lobos e Roquette Pinto,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
8,1983.16.086,Fotografia,Villa-Lobos demonstrando a manossolfa - sol#2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
9,1983.16.087,Fotografia,Villa-Lobos demonstrando a manossolfa - fá2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
10,1984.16.056,Fotografia,Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,Com a dedicatória “Para Arminda se lembrar. Villa-Lobos”. ,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
11,1985.16.016,Fotografia,Villa-Lobos demonstrando a manossolfa - fá#2,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
12,2002.16.001,Fotografia,Heitor Villa-Lobos,Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
13,2004.16.070,Fotografia,"Arminda, seu sobrinho Julio Cesar, sua irmã Julieta e, dentro do carro, Villa-Lobos",Não identificado,10 Comunicação > 10.1 Documento,"No verso, manuscrito “Mindinha, Julio Cesar, Julieta e dirigindo o Maestro. + 1938.”",,Fotografia em preto e branco; papel,[193-],,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
14,2008.16.036,Fotografia,"Villa-Lobos e Sylvio Salema, entre outros não identificados, junto ao hidro-avião ‘Caiçara’",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],,Regular,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
15,1977.16.016,Fotografia,"Villa-Lobos, Negrão de Lima, à esquerda, Carlos Marinho de Paula Barros e não identificado no Palácio Monroe",Não identificado,10 Comunicação > 10.1 Documento,,,Fotografia em preto e branco; papel,[193-],Brasil > Rio de Janeiro,Bom,,museuvillalobos_-_fotografias,https://museuvillalobos.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1570/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1570
