,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
39,131,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, em forma de um rosto humano, com o nariz proeminente, e os cabelos e a barba demarcados por estrias; parte posterior, por onde se aspira o fumo, de forma cilíndrica com três frisos, complementada por tubo de madeira.","10,0","13,5 ",,"8,0",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
40,130,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho em forma de um rosto humano estilizado; parte posterior, por onde se aspira o fumo, estreita, complementada por tubo de madeira.","7,5","8,0 ",,"7,0",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
41,129,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, em forma de um rosto humano, com o nariz proeminente, e os cabelos e a barba demarcados por estrias; parte posterior, por onde se aspira o fumo, de forma cilíndrica com três frisos, complementada por tubo de madeira.","9,0","12,0 ",,"7,0",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
42,128,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, com decoração em relevo de rostos humanos com olhos ressaltados e elementos geométricos, com recorte inferior curvo.","6,2","4,5 ",,"4,5",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
43,127,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cilíndrico, levemente abaulado, com a borda ressaltada; parte posterior, por onde se aspira o fumo, de forma cilíndrica e inclinada, com borda ressaltada.","4,5","3,3 ",,"2,5",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
44,126,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho e encaixe do tubo cônicos, com decoração em relevo de um ramo que se espalha por ambas as partes; borda do fornilho e do encaixe com inscrições e data em relevo (ver acima).","5,2","5,5 ",,"2,8",,barro | modelagem | queima,Brasil > Minas Gerais,1754 | Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
45,125,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, com decoração em relevo de duas figuras femininas com seios, de arestas frisadas; parte posterior, por onde se aspira o fumo, de forma cilíndrica com mesma decoração.","7,0","5,0 ",,"4,0",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
46,124,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho em forma de um rosto humano, com o tubo de madeira, por onde se aspira o fumo, encaixado diretamente na parte posterior do fornilho.","3,0",,,"2,3",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
47,123,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, com decoração em relevo de círculos e ondulados, com estrias na parte inferior; recorte de curva apontada com dois orifícios por baixo. Parte posterior, por onde se aspira o fumo, de forma cilíndrica com mesma decoração.","6,0","6,0 ",,"3,5",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
48,122,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, com relevo de círculos junto à borda, com recorte inferior em quatro serrilhados, um deles com orifício; parte posterior, por onde se aspira o fumo, de forma cônica e lisa, complementada por tubo de madeira.","4,5"," 6,0 ",,"3,5",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
49,121,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, com decoração em relevo de figuras femininas com seios, de arestas frisadas; parte posterior, por onde se aspira o fumo, também cônica e decorada figuras femininas com seios.","4,5","5,5 ",,"3,5",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
50,120,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, com decoração em relevo de máscaras humanas e frisos em “V”, de arestas frisadas, com três recortes triangulares por baixo, um deles com orifício; parte posterior, por onde se aspira o fumo, cônica e também decorada por máscaras antropomorfas, complementada por tubo de madeira.","7,0","7,0 ",,"4,0",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
51,119,Cachimbo,,Não identificado,12 Objetos Pessoais > 12.2 Artigo de Tabagismo,"Cachimbo com o fornilho cônico, de decoração geométrica (zique-zaque), com recorte inferior em quatro voltas; parte posterior, por onde se aspira o fumo, de forma cilíndrica, complementada por tubo de madeira.","6,5","5,3 ",,"5,0",,barro | modelagem | queima,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
52,118,Console,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Console de tampo retangular, com as quinas dianteiras arredondadas; de borda levemente arredondada. Caixa lisa, com friso inferior saliente. Sustentação em coluna grossa, torneada em nós e estrangulamentos, com nó periforme ao meio. Três pés recortados em “esses”.","82,0"," 44,5 ",,,,madeira | marcenaria,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
53,117,Cadeira,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Cadeira de encosto vazado, levemente recurvado para trás, com duas travessas superiores e entre elas um elemento trançado em três curvas elípticas; três travessas inferiores encurvadas para fora. Assento trapezoidal, revestido por palhinha. Pernas dianteiras de seção quadrangular, despontadas; pernas traseiras de seção quadrangular. Amarração em “H”.","94,0"," 44,5 ","43,0",,,madeira | marcenaria | palhinha,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
54,116,Retábulo (fragmento),Peanha com anjos,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Bloco de três faces, com três cabeças de anjos voltadas para frente, com os olhos dirigidos ao alto; possuem os cabelos revoltosos, as bocas entreabertas e asas com a volta por baixo dos pescoços, em duas seqüências sobrepostas de penas. As asas os anjos dos cantos, têm uma das pontas dobradas para baixo. Cantos arrematados por acantos.","21,0"," 48,0 ","23,0",,,entalhe | madeira,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
55,115,Cabeceira,Cabeceira de cama,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Cabeceira retangular, delimitada por frisos terminados em volutas. Centro entalhado em baixo relevo, com figura de um homem, ao meio, vestido á moda do século XVIII, tocando uma trombeta de caça; à esquerda, uma figura menor, também de um homem, entre dois vasos de flores, segurando uma lança e guiando um elefante; no lado direito, duas figuras femininas nuas, entrelaçadas pelas pernas, com dois círculos ao alto; mais ao canto, a figura de um galo pousado sobre uma galha de uma planta com flores plantada em um vaso. Extremos com rebaixo liso para encaixe.","28,0"," 76,0 ","2,3",,,entalhe | madeira,Brasil,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
56,97,Pintura religiosa,Cristo da Coluna,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Pintura sobre tela representando a figura de Jesus Cristo, de pé, em posição frontal, com a cabeça, envolvida por nimbo de raios, voltada à esquerda, com os olhos à frente; tem os cabelos compridos, de bigode e barba. Tem o tronco projetado à frente, com os braços flexionados e as mãos apoiadas sobre uma coluna, situada do lado direito. A perna direita dobrada e a esquerda de apoio. Vestido apenas com um perizônio branco, com rendilhado transparente na borda. Tem corpo marcado por chagas e estrias de sangue. Uma corda prende os seus pulsos ao pescoço. Coluna de fuste bojudo, com base e capitel emoldurados, marmorizada de azul. Fundo da cena em tons azul e vermelho, com contorno em friso pintado de marrom.","95,0"," 75,0 ","2,8",,,pintura | recorte | tecido | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
57,96,Pintura religiosa,Anjo do Martírio,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Pintura sobre tela representando a figura de Anjo de asas abertas, de pé, em posição frontal, com a cabeça levemente voltada à direita, para onde dirige os olhos; tem os cabelos marrons. Braços estendidos lateralmente, com a mão direita segurando a alça de uma coluna, situada do lado esquerdo. Pernas retas. Vestido de túnica ocre, cingida na cintura, botas vermelhas de cano alto. Coluna de fuste bojudo, com base e capitel emoldurados, marmorizada de azul. Fundo da cena em tom azulado, com contorno em friso pintado de marrom.","95,0"," 75,0 ","2,8",,,pintura | recorte | tecido | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
58,95,Pintura religiosa,Circuncisão do Menino Jesus,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,"Pintura sobre madeira com cena representando a Circuncisão do Menino Jesus, que aparece na parte central, deitado sobre uma mesa de altar e seguro por Nossa Senhora, situada por trás da mesa. No canto esquerdo, um sacerdote vestido de traje vermelho e branco com um chapéu de três bicos prepara-se para executar o ritual, segurando o pênis do menino com a mão esquerda e uma faca na mão direita. São José aparece de pé à direita, vestido de branco, segurando um comprido círio acesso. Ao centro encontra-se um jovem ajoelhado levando uma jarra. E uma mulher aparece ajoelhada no canto inferior esquerdo. Uma outra figura, da qual só aparece o braço, no canto esquerdo, segura um círio acesso. Fundo da cena com baldaquino vermelho decorado por borlas e franjas, entre pilastras.","172,5"," 93,0 ",,,,madeira | pintura | recorte | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
59,94,Lança,,Não identificado,08 Insígnias,"Lança comprida, de formato cônico, despontada superiormente, em seis gomos pintados de vermelho, com motivos florais dourados; reentrâncias em azul, com motivos florais dourados; ponta inferior cilíndrica com pintura de fita torcida em azul, que também aparece na parte superior.",,,,"8,0",,douramento | entalhe | madeira | ouro | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
60,93,Atabaque,,Não identificado,06 Trabalho > 06.10 Equipamento Musical,"Instrumento de corpo cônico, com a parte inferior, para apoio, de formato cilíndrico e estreito, com três furos inferiores, onde se prende uma alça de couro. Boca revestida por couro esticado, seguro por cordão trançado e tachinhas.","105,0",,,"31,0",,cordão | entalhe couro | madeira | recorte | trançado,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
61,92,Atabaque,,Não identificado,06 Trabalho > 06.10 Equipamento Musical,"Instrumento de corpo cônico, com a parte inferior, para apoio, de formato cilíndrico e estreito, com um furo inferior. Boca revestida por couro esticado, seguro por cordão trançado e tachinhas.","88,0",,,"33,0",,cordão | entalhe couro | madeira | recorte | trançado,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
62,91,Atabaque,,Não identificado,06 Trabalho > 06.10 Equipamento Musical,"Instrumento de corpo cônico, com a parte inferior, para apoio, de formato cilíndrico, com a ponta mais grossa, e um ressalto mais acima. Centro contornado por uma faixa de couro presa por cravos. Boca revestida por couro esticado, seguro por cordão trançado e cravos.","80,0",,,"22,0",,cordão | entalhe couro | madeira | recorte | trançado,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
63,90,Angóia,,Não identificado,06 Trabalho > 06.10 Equipamento Musical,"Instrumento de formato cilíndrico, em cestaria, com as bocas revestidas por lata, com alça na parte superior. Interior com contas. Centro com duas faixas pintadas de azul.","19,0",,,"14,5",,pintura lata | recorte | taquara | tinta | trançado,Brasil > Minas Gerais,Século XX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
64,89,Piano,,Gebr.Dohnert,06 Trabalho > 06.10 Equipamento Musical,"Piano de móvel horizontal alto, com tampa superior emoldurada, arrematada por grade com balaústres torneados, com molduras em ponta de diamante encimadas por pinhas ao centro e nas quinas. Centro mais alto, com entalhe de acantos e mísulas. Frente em três molduras reentrantes, quinas com colunas torneadas dispostas sobre mísulas e terminadas em capitel jônico. Cobertura do teclado curva, emoldurada, com fechadura ao centro e suporte de partituras por dentro. Teclado com 88 teclas, sendo 52 brancas e 36 pretas. Parte inferior do móvel em moldura grande e reentrante, com colunas torneadas nas quinas, com dois pedais ao meio e rodinhas no lugar dos pés.","171,0"," 65,0 ",,,,ébano | entalhe | fundição | madeira | recorte | torneado metal,Dinamarca | Alemanha > Dresden,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
65,88,Relevo,Santana Mestra,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Relevo retangular, de parte superior em arco, contornado por moldura meia-cana. Centro com a figura de Santana, assentada em cadeira de espaldar alto, arrematado por acantos e concha. Está de frente, com o braço direito sobre o colo, com a mão segurando um livro fechado; braço esquerdo para o lado, com mão de dedo indicador apoiado sobre livro aberto, seguro pela Virgem menina. Vestida de túnica, manto, mantelete e véu. A Virgem menina encontra-se à direita, de pé, em posição frontal. Tem a mão direita com o indicador apontado sobre o livro que segura com a outra mão. Vestida de túnica e manto.","16,5"," 16,5 ","3,5",,,barro | modelagem | policromia | queima | tinta,Brasil > Litoral do Brasil,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
66,87,Relevo,Santo Antônio de Pádua,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Relevo retangular, de parte superior em arco, contornado por moldura meia-cana. Centro com a figura de Santo Antônio, de pé, em posição frontal. Braço direito erguido, com a mão segurando uma cruz; o esquerdo flexionado, com a mão sustentando um livro com o Menino segurando um globo. Vestido de hábito com túnica, capa, murça e capuz. Ambas as figuras têm as cabeças com resplendores.","16,5"," 16,5 ","3,5",,,barro | modelagem | policromia | queima | tinta,Brasil > Litoral do Brasil,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
67,86,Imagem da Virgem Maria,Nossa Senhora do Rosário,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal, com a cabeça erguida, com olhos direcionados à frente. Cabelos compridos, marrons, ondulados, caídos por trás em mechas separadas. Orelhas com lóbulos perfurados. Braços flexionados à frente, o esquerdo sem a mão; o direito sustentando o Menino Jesus nu, assentado em posição frontal, com o braço esquerdo abraçando a Virgem; o direito dobrado e erguido, com a mão de abençoar; de pernas dobradas. A Virgem tem a perna direita levemente dobrada e a esquerda de apoio. Vestida de túnica azul claro, cingida por faixa vermelha, com a padronagem em motivos florais em vermelho, azul, verde e dourado; manto azul, de forro vermelho, com motivos fitomorfos dourados pela frente e estrelas douradas por trás. Base atributiva em tufos azuis de nuvens, com três cabeças de anjos.","89,0"," 30,0 COMPRIMEN TO: ","29,0",,,barro | douramento | modelagem | ouro | policromia | queima | tinta,Brasil > [Rio de Janeiro?] | Brasil > Litoral do Brasil,Século XIX/XX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
68,85,Atabaque,,Não identificado,06 Trabalho > 06.10 Equipamento Musical,"Instrumento de corpo cônico, com a parte inferior, para apoio, de formato cilíndrico e estreito, com furo inferior. Boca revestida por couro esticado, seguro por cordão trançado e tachinhas.","42,0",,,"24,0",,cordão | entalhe couro | madeira | recorte | trançado,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
69,83,Coroa (de reisado),,Não identificado,08 Insígnias,"Coroa circular com a parte superior recortada em oito pontas triangulares, com pintura em motivos florais ao centro e douramento nos recortes superiores. Possui, internamente, uma estrutura de taquara para fixação da peça à cabeça.","16,0",,,"19,0",,costura | couro | douramento | ouro | policromia | recorte | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
70,82,Ex-voto,Nossa Senhora da Glória,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular horizontal, com moldura suposta, arredondada. Pintura central representando um homem deitado no chão sendo atacado por três figuras de negros. Visão do lado direito, com Nossa Senhora da Glória, de pé, em posição frontal, levando um cetro em uma das mãos, e na outra carregando o Menino Jesus coroado, que leva também um cetro. Vestida de túnica branca e manto azul; cercadura em concheado azul e vermelho. Inscrição na parte inferior (ver acima). Fundo branco. Verso da tábua com pintura original representando a mesma cena (já muito apagada), mas com a visão do lado esquerdo (também apagada) e a inscrição inferior, já bem esmaecida, deixando, entretanto, ver uma data de 1796.","33,0"," 18,0 ","2,5",,,madeira | pintura | recorte | têmpera,Brasil > Minas Gerais,1796 | Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
71,81,Ex-voto,Santa Rita de Cássia,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular horizontal, com moldura suposta, pintada de vermelho e prateado. Centro com pintura de um homem enfermo, deitado em um catre escuro, de cabeceira alta, de recorte arqueado, e peseira com ponteiras; homem coberto por colcha de motivos florais. Canto direito com cortinado. Visão no lado esquerdo, representando a Santa Rita de Cássia, envolvida por nuvens, trazendo a palma com três coroas e um crucifixo; vestida de hábito preto com túnica, manto e véu; coifa branca, com a marca do estigma na testa. Inscrição na parte inferior (ver acima). Fundo branco.","22,7"," 31,5 ","1,0",,,douramento | madeira | ouro | pintura | recorte | têmpera,Brasil > Minas Gerais,1835 | Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
72,80,Ex-voto,Nossa Senhora das Dores,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular vertical, com recorte semicircular superior, com orifício. Pintura central com uma mulher enferma, deitada em um leito de dossel. Visão no canto superior direito, com Nossa Senhora das Dores entre as nuvens, trespassada por um punhal; vestida de túnica branca e manto azul com forro vermelho. Inscrição na parte superior (ver acima). Fundo em branco, com contorno em friso pintado de vermelho.","22,5"," 14,5 ","1,0",,,madeira | pintura | recorte | têmpera,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
73,79,Ex-voto,Nossa Senhora,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular horizontal, com moldura suposta, preta. Pintura central representando, no lado direito, duas figuras: uma de um homem de casaca segurando uma bolsa; a outra, de uma mulher de vestido ocre, trazendo algo na mão. No lado esquerdo, duas figuras de mulheres jovens. Fundo em azul, com cortinado vermelho. Visão central representando uma Nossa Senhora Coroada, vestida de túnica azul e manto vermelho, envolvida por nuvens, que parece levar o Menino Jesus ao colo. Parte inferior com faixa branca para inscrição (perdida).","25,0"," 36,0 ","2,4",,,madeira | pintura | recorte | têmpera,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
74,78,Ex-voto,Nossa Senhora da Glória,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular vertical, com a parte superior arqueada, em moldura reentrante, marmorizada de azul. Pintura central representando um homem negro, de joelhos e mãos, com uma bengala entre os braços; vestido de casaca e calção escuro, camisa branca e calçado de sapatos pretos. Por trás aparece um banco comprido, sobre o qual tem um recipiente escuro, em formato cônico. Fundo em cortinado vermelho. Visão do lado esquerdo, com Nossa Senhora da Glória, coroada, de pé, em posição frontal e envolvida por nuvens, levando um cetro em uma das mãos, e na outra carregando o Menino Jesus nu. Vestida de túnica e manto azul e vermelho; base com três cabeças de anjos. Inscrição na parte inferior (ver acima). Fundo branco.","18,0"," 25,0 ","1,4",,,madeira | pintura | recorte | têmpera,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
75,77,Ex-voto,Santa Ifigênia,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular vertical, com recorte circular superior, com orifício; moldura reentrante, pintada em tom esverdeado com friso dourado por dentro. Pintura interior já bastante apagada, representando uma Santa Ifigênia, sem cor, com a palma na mão direita e a igrejinha na direita. Base dourada. Fundo verde.","21,8"," 13,5 ","1,6",,,madeira | pintura | recorte | têmpera,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
76,76,Ex-voto,São Domingos de Gusmão,Não identificado,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Ex-voto retangular vertical, com pintura central representando uma figura de mulher (?), ajoelhada sobre um rochedo (?). Visão no lado direito, representando a São Domingos, carregando um livro e tendo o braço direito estendido à frente. Vestido de hábito, com túnica e escapulário brancos e capa preta. Inscrição na parte inferior praticamente apagada.","27,0"," 19,5 ","1,5",,,madeira | pintura | recorte | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
