,Número de registro,Denominação,Título,Classificação,Local de produção,Data de produção,Autor,Material/Técnica,Dimensões,Resumo descritivo,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
55,327,Retrato (Pintura),Marquês de Pombal,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[Minas Gerais],Século XVIII,Não identificado,madeira dourada | óleo sobre tela,"Altura (cm): 79,0 Largura (cm): 69,0 Comprimento (cm): Profundidade (cm): 6,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Retrato de homem, de meia idade, a meio corpo, em posição frontal, com a cabeça erguida e olhos à frente; usa uma peruca longa, com cachos, de tons griséus; vestido com uma casaca azul escuro, agaloada em motivos fitomorfos dourados; com as mangas arrematadas por rendas; possui um babado de renda em torno do pescoço; braço direito flexionado à frente, com a mão segurando a comenda da Ordem de Cristo (?), suspensa por uma faixa vermelha, trespassada em seu pescoço; fundo em tons escuros. Moldura oval, em friso meia-cana central, toda dourada.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
56,329,Desenho a bico de pena,Vista do serviço diamantino,02 Artes Visuais/Cinematográfica > 02.2 Desenho,Diamantina,1803 | Século XIX,Caetano Luis de Miranda,aquarela | desenho a bico de pena | nanquim,Altura (cm): 86 Largura (cm): Comprimento (cm): 159 Profundidade (cm): 4 Diâmetro (cm): Peso (g): Circunferência (cm):,"Vista geral das atividades diamantinas no sitio do Monteiro, onde se vê o trabalho dos escravos nos poços escavados e toda a maquinaria composta por rodas e bicas utilizadas no desmonte e lavagem do minério; ao fundo a feitoria com casinhas e capela. Cada parte da lavra é indicada por um número, explicado nas legendas inferiores; tarja principal em forma de cartela rococó, com concheados, flores, palmetas e putti; inscrição central indicando o tema e motivo do desenho. Moldura reta e lisa, em marmorizado branco e laranjado, envidraçada.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
57,338,Tinteiro Escrivaninha,,10 Comunicação > 10.2 Equipamento de Comunicação Escrita,[Brasil],Século XIX,Não identificado,bronze | latão prensado,"Altura (cm): 19,0 Largura (cm): 23,0 Comprimento (cm): Profundidade (cm): 17,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Bandeja elíptica, com quatro pés curvos, borda alta, frisada; possui em sua superfície: duas portas penas em forma de taça; um porta-sineta ao centro, de formato cilíndrico, tendo por tampa uma sineta de cabo torneado; um tinteiro, mais ao extremo, de formato cilíndrico, com a tampa cônica; e, no outro extremo, um arreeiro cilíndrico, com tampa cônica e crivo interior;","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
58,342,Baú,,05 Interiores > 05.5 Peça de Mobiliário,,Século XVIII,Não identificado,casco de tartaruga | madeira | prata lavrada,"Altura (cm): 19,0 Largura (cm): 31,0 Comprimento (cm): Profundidade (cm): 19,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Baú pequeno, retangular, em madeira revestida por casco de tartaruga, com a tampa abaulada, provida de uma alça curva de prata, com seu espelho também em prata, retangular de borda rendilhada, decorado em flores e folhas, centrando uma inscrição; cantoneiras em prata, de recorte foliforme, com desenhos fitomorfos ao centro; duas dobradiças em prata, com hastes longas, de recortes curvos e dois puxadores frontais em prata, em forma de botões de flor; Caixa com alças laterais de prata, em forma de serpentes abocanhando um botão de flor, suspensas por pináculos, com o espelho em recortes curvos; cantoneiras em prata, de recortes curvos, com ornatos de motivos fitomorfos; frente com fechadura, espelho em forma de águia bicéfala, coroada, também em prata; Possui quatro pés em garra de animal, de prata; Interior na madeira.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
59,344,Embutideira,,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Desconhecida,Século XIX,Não identificado,bronze fundido,"Altura (cm): 5,5 Largura (cm): 5,5 Comprimento (cm): Profundidade (cm): 5,5 Diâmetro (cm): Peso (g): Circunferência (cm):","Cubo maciço, tendo uma face com um encavo grande; outra com quatro encavos de diâmetros e profundidades diferentes; e quatro com cinco encavos de diâmetros e profundidades diferentes.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
60,346,Embutideira,,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,Desconhecida,Século XIX,Não identificado,bronze fundido,"Altura (cm): 2,3 Largura (cm): 10,0 Comprimento (cm): 10,0 Profundidade (cm): Diâmetro (cm): Peso (g): Circunferência (cm):","Bloco quadrangular, de faces chanfradas em três partes; superfície superior com vários encavos de diâmetros e profundidades diferentes.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
61,368,Prato de sopa,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[China],Século XVIII,Não identificado,cerâmica monocromada,"Altura (cm): 3,5 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 22,0 Peso (g): Circunferência (cm):","Prato circular fundo, com decoração em azul; borda em frisos de riscos, zigue-zague e estrias; fundo decorado em paisagem de inspiração oriental com templos chineses, árvores, ponte e ilha distante, circundada por friso de reticulados.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
62,369,Prato de sopa,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[China],Século XVIII,Não identificado,cerâmica monocromada,"Altura (cm): 4,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 22,0 Peso (g): Circunferência (cm):","Prato circular fundo, com decoração em azul; borda em frisos de riscos, zigue-zague e estrias; fundo decorado em paisagem de inspiração oriental com templos chineses, árvores, ponte e ilha distante, circundada por friso de reticulados.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
63,370,Prato de sopa,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[China],Século XVIII,Não identificado,cerâmica monocromada,"Altura (cm): 4,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 22,0 Peso (g): Circunferência (cm):","Prato circular fundo, com decoração em azul; borda em frisos de riscos, zigue-zague e estrias; fundo decorado em paisagem de inspiração oriental com templos chineses, árvores, ponte e ilha distante, circundada por friso de reticulados.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
64,372,Cerâmica,Terrina,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,China,Século XVIII,Não identificado,cerâmica policromada,"Altura (cm): 20,0 Largura (cm): 25,5 Comprimento (cm): Profundidade (cm): 17,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Terrina com decoração azul, de forma elíptica e bojuda, com pé decorado com friso de elementos curvos seqüenciados; centro em motivos com flores variadas; duas alças em “cê”, rajadas de azul; tampa abaulada, contornada por friso de flores, elementos curvos, confetes e folhagens, junto à borda; centro em motivos florais; arrematada por uma pega em forma de fruta verde com três folhas azuis.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
65,373,Porcelana,Molheira,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,China,Século XVIII,Não identificado,cerâmica monocromada,"Altura (cm): 12,0 Largura (cm): 16,5 Comprimento (cm): Profundidade (cm): 9,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Molheira decorada em azul, com pé circular cônico, em friso de reticulados e motivos fitomorfos, com flores e suásticas na parte superior; bojo elíptico, com a parte inferior em gomos, desenhados em forma de folhagens; centro com paisagem de motivos orientais, com templos chineses, salgueiros, pássaros, embarcação e ilha distante; borda larga, acentuada na parte anterior, onde tem um rebaixo em forma de canaleta, com decoração semelhante a da base; alça curva, no formato de bambu, com nós e ramos pintados.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
66,374,Cerâmica,Pote,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,[China],Século XIX | Século XVIII,Não identificado,cerâmica monocromada,"Altura (cm): 15,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 13,0 Peso (g): Circunferência (cm):","Pote de bojo pseudo-esférico, com a base plana e a parte superior aberta em uma boca circular; decoração em azul, com desenho de paisagem composta por rio, templos chineses, árvores, ilhas distantes e embarcações; boca contornada por faixa branca.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
67,380,Porcelana,Jarro,05 Interiores > 05.3 Equipamento de serviços domésticos,Inglaterra,Século XIX,W. Adans & Sons (Fabricante),cerâmica monocromada,"Altura (cm): 29,0 Largura (cm): 22,0 Comprimento (cm): Profundidade (cm): 17,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Jarro com decoração azul, de bojo oitavado, com o pé frisado; decoração central em motivos orientais com templos chineses, árvores, flores e figuras humanas; borda recortada em curvas, formando um bico pronunciado, delimitada por friso geométrico; frisos sinuosos, flor e escamas à frente do bico; face interna da borda com friso geométrico, motivos florais e templos chineses; alça curva, elevando-se acima da borda, com voluta superior e decoração em alvéolos.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
68,381,Porcelana,Jarro,05 Interiores > 05.3 Equipamento de serviços domésticos,Inglaterra,Século XIX,W. Adans & Sons (Fabricante),cerâmica monocromada,"Altura (cm): 28,0 Largura (cm): 22,0 Comprimento (cm): Profundidade (cm): 16,5 Diâmetro (cm): Peso (g): Circunferência (cm):","Jarro com decoração azul, de bojo oitavado, com o pé frisado; decoração central em motivos orientais com templos chineses, árvores, flores e figuras humanas; borda recortada em curvas, formando um bico pronunciado, delimitado por friso geométrico; frisos sinuosos, flor e escamas à frente do bico; face interna da borda com friso geométrico, motivos florais e templos chineses; alça curva, elevando-se acima da borda, com voluta superior e decoração em alvéolos.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
69,382,Porcelana,Terrina,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Inglaterra,Século XIX,[W. Adans & Sons],cerâmica monocromada,"Altura (cm): 9,5 Largura (cm): 26,0 Comprimento (cm): Profundidade (cm): 23,2 Diâmetro (cm): Peso (g): Circunferência (cm):","Terrina com decoração azul, de formato oitavado, pé com frisos fitomorfos e motivos orientais; centro do bojo em motivos orientais com salgueiro e templos chineses; duas alças em hastes de “s”, com concheados, em azul; face interna da borda em frisos sinuosos e motivos florais; interior do bojo com motivos orientais, circundados por frisos curvos, cartelas e volutas; fundo com paisagem oriental com árvores, templo chinês e ilha distante.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
70,386,Porcelana,Travessa,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,China,Século XVIII,Não identificado,cerâmica policromada,"Altura (cm): 4,5 Largura (cm): 48,0 Comprimento (cm): Profundidade (cm): 41,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Travessa branca com decoração azul, de formato elíptico, rasa, com frisos reticulados junto à borda e na parte interna, onde apresenta três ornatos com laços e elementos de inspiração oriental; fundo decorado em motivos orientais com templos chineses, salgueiros, embarcação com figura humana, ilha distante e uma ponte com uma figura humana portando uma sombrinha.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
71,387,Porcelana,Travessa,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,China,Século XVIII,Não identificado,cerâmica policromada,"Altura (cm): 4,2 Largura (cm): 43,5 Comprimento (cm): Profundidade (cm): 36,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Travessa branca com decoração azul, de formato octogonal, com a borda em friso de reticulados e ondulados; parte interna com friso de reticulados servindo de contorno a uma decoração em motivos orientais, com templos chineses, salgueiros estilizados, nuvens, embarcações com pessoas, pontes e ilhas distantes.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
72,388,Porcelana,Bacia,05 Interiores > 05.3 Equipamento de serviços domésticos,Inglaterra,Século XIX,W. Adans & Sons (Fabricante),cerâmica monocromada,"Altura (cm): 11,8 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 34,0 Peso (g): Circunferência (cm):","Bacia com decoração em azul, de pé circular; bojo circular, decorado em motivos orientais com templos chineses, árvores e flores intercalados por guilhochês, frisos curvos e flor, circundados por friso geométrico superior; borda dodecagonal, com a face interna decorada igual ao bojo, e a externa em friso de elementos geométricos e sinuosos; centro com salgueiro estilizado, templos chineses, ilhas distantes, escada com figuras humanas.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
73,389,Porcelana,Jarra,05 Interiores > 05.1 Acessório de Interiores,China,Século XIX | Século XVIII,Não identificado,cerâmica policromada | dourada,"Altura (cm): 23,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 11,0 Peso (g): Circunferência (cm):","Jarra em formato de canudo, de base frisada, decorada em ramos azuis que sobem envolvendo todo o bojo, com flores e galhos vermelhos, alaranjados e ocres, com detalhes dourados; em um dos galhos pousa um pássaro de plumagens compridas em vermelho, azul e dourado; boca um pouco mais larga, de borda marrom, de onde pendem ramos de flores alaranjadas com folhas azuis e detalhes em dourado.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
74,390,Porcelana,Jarra,05 Interiores > 05.1 Acessório de Interiores,China,Século XIX | Século XVIII,Não identificado,cerâmica policromada | dourada,"Altura (cm): 23,2 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 11,2 Peso (g): Circunferência (cm):","Jarra em formato de canudo, de base frisada, decorada em ramos azuis que sobem envolvendo todo o bojo, com flores e galhos vermelhos, alaranjados e ocres, com detalhes dourados; em um dos galhos pousa um pássaro de plumagens compridas em vermelho, azul e dourado; boca um pouco mais larga, de borda marrom, de onde pendem ramos de flores alaranjadas com folhas azuis e detalhes em dourado.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
75,392,Porcelana,Bacia para barbear,12 Objetos Pessoais > 12.3 Artigo de Toalete,China,Século XVIII,Não identificado,cerâmica policromada | dourada,"Altura (cm): 9,0 Largura (cm): 37,0 Comprimento (cm): Profundidade (cm): 29,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Bacia de forma elíptica, funda, com a face decorada por quatro flores alaranjadas, com ramos de flores picotadas e botões de flores, em ocre com detalhes dourados; borda com um dos lados degolado em semicírculo; face interna decorada em flores, botões de flores em laranja, ocre e dourado; ramos de folhas verdes, ocre e cinza; fundo estampado com uma grande flor laranja e bege entre folhas verdes e beges com botões alaranjados, contorno em friso dourado.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
76,393,Porcelana,Travessa,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Inglaterra,Século XIX,W. Adans & Sons (Fabricante),cerâmica policromada,"Altura (cm): 4 Largura (cm): 43,5 Comprimento (cm): Profundidade (cm): 35 Diâmetro (cm): Peso (g): Circunferência (cm):","Travessa elíptica, rasa, de pé liso, borda com a face superior decorada em friso de motivo geométrico vermelho, seis flores pela metade com folhas azuis de detalhes amarelos; flores menores com folhas azuis e vermelhas; interior com friso de flores e elementos curvos amarelos; fundo decorado com uma compoteira acompanhada de um elemento geométrico, flores de formas e tamanhos diferentes e folhas de detalhes vermelhos e branco.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
77,396,Pintura Religiosa,São Miguel,02 Artes Visuais/Cinematográfica > 02.6 Pintura,[Portugal],Século XVIII,Não identificado,madeira | tela | têmpera oleosa sobre tela | tinta,"Altura (cm): 185,0 Largura (cm): 125,0 Comprimento (cm): Profundidade (cm): 7,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Pintura representando o arcanjo São Miguel, em posição frontal, de pé, com a cabeça voltada à esquerda, de olhos abaixados; cabelos longos, marrons; tem o braço direito flexionado ao alto, mão segurando um bastão fino, terminado em cruz ao alto, e, inferiormente, em lança, cuja ponta está dentro da boca do demônio; braço esquerdo estendido lateralmente, com a mão portando uma balança em cujos pratos duas alminhas aparecem ardendo nas chamas; tem a perna esquerda reta, com o pé em meio perfil; perna direita dobrada, com o pé pisoteando um demônio, com asas de morcego e rabo, pés e chifre de um animal fantástico. S. Miguel veste uma couraça azul escuro, com barra em recortes de lambrequins e franjas marrons; golas em “V” e ombros em pregas marrons com detalhes brancos; saiote esverdeado; capa vermelha, caída por trás; espada na bainha, presa por uma faixa vermelha; calçado em botas de cano alto, azuis, com dobras vermelhas junto aos joelhos e abertura que deixa á vista os dedos dos pés; sobre a cabeça um capacete azul, de dobra em bico à frente, com plumagem vermelha e azul. Em cada canto inferior aparece parte de uma alminha entre chamas. São Miguel apresenta asas grandes, abertas, em tom azul com detalhes brancos. Envolvimento em nuvens marrons, deixando um clarão ocre ao meio, centrando a figura. Moldura em frisos vermelhos, dourado e azul.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
78,401,Moringa (bilha),,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Brasil | Minas Gerais,1814 | Século XIX,Atanásio Carneiro da Silva,barro | modelagem | queima,"Altura (cm): 30,0 Largura (cm): Comprimento (cm): Profundidade (cm): Diâmetro (cm): 28,0 Peso (g): Circunferência (cm):","Moringa de bojo periforme, liso; com inscrição seguida de assinatura junto à boca.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
79,409,Escultura Religiosa,Santo André,02 Artes Visuais/Cinematográfica > 02.3 Escultura,[Minas Gerais],Século XVIII,Não identificado,dourada | madeira esculpida | policromada,"Altura (cm): 60,0 Largura (cm): 33,5 Comprimento (cm): Profundidade (cm): 15,5 Diâmetro (cm): Peso (g): Circunferência (cm):","Figura masculina, meia-idade, de pé, em posição frontal, cabeça inclinada à esquerda; calvo no alto do crânio, com cabelos caídos por trás em mechas sinuosas e estriadas; e um topete na frente, em mechas onduladas; barba longa, em mechas onduladas, com furo abaixo do queixo; bigode saindo das narinas; braço direito flexionado para o lado, mão segurando um travessão da cruz que tem por trás; braço esquerdo flexionado lateralmente, mão segurando um livro fechado, que é pressionado junto ao corpo; livro de capa bege, com fechos; perna esquerda flexionada e a direita reta; pés posicionados à direita. Vestido de túnica longa, vermelha, cingida na cintura, com padronagem em dourado; capa ocre, envolvendo os ombros e enrolada na parte central do corpo, com resquícios de padronagem fitomorfa; calçado com sapatos marrons. Tem por trás uma cruz em “X”, com travessões imitando tronco desgalhado de árvore, em tons marrons. Base de formato quadrado, irregular, com chanfros na face esquerda; marmorizada em azul, branco e preto.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
80,410,Escultura Religiosa,São Miguel,02 Artes Visuais/Cinematográfica > 02.3 Escultura,[Minas Gerais],Século XVIII,Não identificado,dourada | madeira esculpida | policromada,"Altura (cm): 83,0 Largura (cm): 40,0 Comprimento (cm): Profundidade (cm): 23,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Figura masculina, jovem, de pé, em posição frontal; cabeça ligeiramente inclinada à frente; olhos abaixados; cabelos em mechas grossas com as pontas em volutas; braço direito erguido, com a mão de segurar; braço esquerdo estendido para o lado, abaixado, com a mão no gesto típico de segurar a balança; pernas retas, com os pés quase em paralelo, estando o esquerdo com o calcanhar suspenso. Vestido com armadura de gola em “V”, com recortes semicirculares, dourados; ao centro relevo de flor quadripartida, rodeada por frisos dourados e botões esféricos; na barra, elemento fitomorfo; saiote de pregas sobrepostas, em verde com detalhes dourados, terminados em franjas vermelhos; calçado com botas de cano alto, verdes, com dobras vermelhas com firmal à altura dos joelhos; manto vermelho jogado para trás, enrolado no ombro direito; usa luvas verdes, com dobras douradas nos punhos; sobre a cabeça, um capacete com tapa-orelhas, arrematado por penacho, com decoração em volutas, frisos, botões esféricos, em verde com detalhes dourados; par de asas retas, alongadas, com desenho das penas em relevo. Base atributiva, com tufos de nuvens esverdeadas e a parte inferior retangular, emoldurada.","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
81,418,Oratório,,05 Interiores > 05.5 Peça de Mobiliário,Brasil | Minas Gerais,Século XVIII,Não identificado,dourada | madeira entalhada | policromada | recortada,"Altura (cm): 106,0 Largura (cm): 49,0 Comprimento (cm): Profundidade (cm): 22,0 Diâmetro (cm): Peso (g): Circunferência (cm):","Oratório retangular, de base emoldurada, com registro inferior em uma gaveta emoldurada, pintada de vermelho, com laterais brancas; com moldura vermelha e branco acima; parte central com porta de duas bandas, de recorte arqueado superior; cada banda com três almofadas reentrantes, com retângulo central em vermelho e azul, frisado de dourado; batente emoldurada e frisada de dourado; contorno em frisos dourados e montantes brancos, com as quinas emolduradas e frisadas em dourado; abas laterais recortadas em curvas, delimitadas por angras, cês, esses, volutas e acantos em dourado, com o interior branco; arremate superior em cimalha azul com frisos dourados, encimada por uma palmeta vermelha, com lingüeta dourada ao meio e contorno em cês, volutas e frisos dourados; laterais marmorizadas em vermelho e amarelo; faces internas da porta, com pintura de compoteira vermelha, de alças curvas, com arranjo de flores vermelhas e ramos verdes; moldura interna em recortes curvos e vazados com angras, êsses e cês dourados; com a parte superior em três cês dourados, com palmeta central e molduras irregulares nos cantos, contornadas por friso dourado e de fundo vermelho; fundo, laterais e forro do oratório, com pintura em motivos florais vermelhos com ramos verdes, delimitada por ramicelos e estrias verdes, sobre fundo azul. Atualmente tem em seu interior a imagem de São José de Botas (no 417).","Domínio público, ver http://museudoouro.acervos.museus.gov.br/reproducao-de-imagens-do-acervo/",,museudoouro_-_acervo,https://museudoouro.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3583/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3583
