,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - peso,Dimensões - largura,Dimensões - espessura,Material/Técnica,Local de produção,Data de produção,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
79,88.108,Documentos postais,Sesquicentenário da Morte de José Bonifácio de Andrada e Silva,Ivan Wasth Rodrigues,03 Objetos Pecuniários,"Edital: peça retangular em folha dupla. Traz informações técnicas sobre o selo e sobre o assunto. Na primeira página, frente: Impressos o selo e o carimbo. Na margem lateral esquerda, frente: busto de José Bonifácio de Andrada e Silva com a cruz da Ordem de Cristo encimado por versos. Selo: o selo mostra a figura de José Bonifácio de Andrada e Silva, o ""patriarca da independência"", com os elementos que o identificam: o brasão de armas do Brasil independente, envolvido pela cruz da Ordem de Cristo, o martelete e o minério do mestre da mineralogia e , ainda, a faixa, o avental e o emblema maçônico para lembrar o grão-mestre de maçonaria"". Margem superior: Brasil 88 Cz$ 20,00. Carimbo: redondo. Busto de José Bonifácio de Andrada e Silva com fardão cerimonial, ladeado das seguintes datas 183[ilegível] 1988. Incluso num círculo.",18,,26,,papel chambril | papel couchê gomado,Brasil > Rio de Janeiro,06/04/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
80,88.109,Folha de selos,Série Centenário da Abolição da Escravatura -1º selo,Darlan Rosa,03 Objetos Pecuniários,"O primeiro selo apresenta o desenho estilizado de um navio negreiro, cujas velas trazem uma alegoria representando a cultura negra aprisionada e trazida para o Brasil. Em segundo plano, uma reprodução do mapa de Norris (1773), mostrando algumas regiões da África e, na parte inferior, o diagrama da rota dos escravos até o nosso país"". Margem inferior: Brasil 88 Cz$ 50,00.",30,,24,,papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
81,88.110,Quadra de selos,Série Centenário da Abolição da Escravatura -1º selo,Darlan Rosa,03 Objetos Pecuniários,"O primeiro selo apresenta o desenho estilizado de um navio negreiro, cujas velas trazem uma alegoria representando a cultura negra aprisionada e trazida para o Brasil. Em segundo plano, uma reprodução do mapa de Norris (1733) mostrando algumas regiões da África e, na parte inferior, o diagrama da rota dos escravos até o nosso país"". Margem inferior: Brasil 88 Cz$ 50,00.",6,,8,,papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
82,88.111,Selo comemorativo,Série Centenário da Abolição da Escravatura -1º selo,Darlan Rosa,03 Objetos Pecuniários,"O primeiro selo apresenta o desenho estilizado de um navio negreiro, cujas velas trazem uma alegoria representando a cultura negra aprisionada e trazida para o Brasil. Em segundo plano, uma reprodução do mapa de Norris (1773) mostrando algumas regiões da África e, na parte inferior, o diagrama da rota dos escravos até o nosso país"". Margem inferior: Brasil 88 Cz$ 50,00.",3,,4,,papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
83,88.112,Envelope de primeiro dia de circulação,Série Centenário da Abolição da Escravatura -1º selo,Darlan Rosa,03 Objetos Pecuniários,"Envelope: peça retangular, frente, lateral esquerda: pergaminho e uma pena superposta. Selo: ""O primeiro selo apresenta o desenho estilizado de um navio negreiro, cuja velas trazem uma alegoria representando a cultura negra aprisionada e trazida para o Brasil. Em segundo plano, uma reprodução do mapa de Norris (1773) mostrando algumas regiões da África e, na parte inferior, o diagrama da rota dos escravos até o nosso país"". Margem inferior: Brasil 88 Cz$ 50,00. Carimbo: duas vezes carimbado. Redondo. Somente as inscrições.",19,,10,,papel chambril | papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
84,88.113,Documentos postais,Série Centenário da Abolição da Escravatura -1º selo,Darlan Rosa,03 Objetos Pecuniários,"Edital: Peça retangular em folha dupla. Traz informações técnicas sobre o selo e sobre o assunto. Na primeira página, frente: impressos os selos e o carimbo. Na margem lateral esquerda: pergaminho com uma pena superposta. Selo: ""O primeiro selo apresenta o desenho estilizado de um navio negreiro, cuja velas trazem uma alegoria representando a cultura negra aprisionada e trazida para o Brasil. Em segundo plano, uma reprodução do mapa de Norris(1773) mostrando algumas regiões da África e, na parte inferior o diagrama da rota dos escravos até o nosso país"". Margem inferior: Brasil 88 Cz$ 50,00. Carimbo: carimbado uma vez. Redondo. Somente as incrições.",18,,26,,papel chambril | papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
85,88.114,Folha de selos,Série Centenário da Abolição da Escravatura - 2º selo,Sem Autor,03 Objetos Pecuniários,"60 selos. ""O segundo selo apresenta, sobre o manuscrito da lei Áurea, uma pena simbolizando a libertação da raça negra no Brasil e uma cena de iniciação que, na cultura negra, simboliza o renascimento"". Margem superior: Brasil 88 Cz$ 20,00",6,,8,,papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
86,88.115,Quadra de selos,Série Centenário da Abolição da Escravatura - 2º selo,Darlan Rosa,03 Objetos Pecuniários,"""O segundo selo apresenta, sobre o manuscrito da Lei Áurea, uma pena simbolizando a libertação da raça negra no Brasil e uma cena de iniciação que, na cultura negra, simboliza o renascimento"". Margem superior: Brasil 88 Cz$ 20,00.",6,,8,,papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
87,88.116,Selo comemorativo,Série Centenário da Abolição da Escravatura - 2º selo,Sem Autor,03 Objetos Pecuniários,"""O segundo selo apresenta sobre o manuscrito da Lei Áurea, uma pena simbolizando a libertação da raça negra no Brasil e uma cena de iniciação que, na cultura negra, simboliza o renascimento"". Margem superior: Brasil 88 Cz$ 20,00.",3,,4,,papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
88,88.117,Envelope de primeiro dia de circulação,Série Centenário da Abolição da Escravatura - 2º selo,Darlan Rosa,03 Objetos Pecuniários,"Envelope: peça retangular, frente, lateral esquerda: pergaminho e uma pena superposta. Selo: ""O segundo selo apresenta , sobre o manuscrito da Lei Áurea, uma pena simbolizando a libertação da raça negra no Brasil e uma cena de iniciação que, na cultura negra, simboliza o renascimento"". Margem superior: Brasil 88 Cz$ 20,00. Carimbo: duas vezes carimbado. Redondo. Somente as inscrições.",19,,10,,papel chambril | papel couchê gomado,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
89,88.118,Documentos postais,Série Centenário da Abolição da Escravatura - 2º selo,Darlan Rosa,03 Objetos Pecuniários,"Edital: Peça retangular em folha dupla. Traz informações técnicas sobre o selo e sobre o assunto. Na primeira página, frente: impressos os selos e o carimbo. Na margem lateral esquerda: pergaminho com uma pena superposta.""O segundo selo apresenta, sobre o manuscrito da Lei Áurea, uma pena simbolizando a libertação da raça negra no Brasil e uma cena de iniciação que, na cultura negra, simboliza o renascimento"". Margem superior: Brasil 88 Cz$ 20,00. Carimbo: carimbado uma vez. Redondo. Somente as inscrições.",18,,26,,papel couché,Brasil > Rio de Janeiro,12/05/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
90,88.119,Moeda de coleção,Centenário da Abolição da Escravatura (1ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: ""Dístico "" Centenário da Abolição 1888, 1988"", figura de homem negro, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: "" Dístico "" 100 Cruzados"" e "" Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais""",,10.0,31,2.0,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
91,88.120,Moeda de coleção,Centenário da Abolição da Escravatura (2ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: ""Dístico "" Centenário da Abolição 1888, 1988"", figura de mulher negra, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação,fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: "" Dístico "" 100 Cruzados"" e "" Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais"".",,10.0,31,2.0,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
92,88.121,Moeda de coleção,Centenário da Abolição da Escravatura (3ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: Dístico ""Centenário da Abolição 1888, 1988"", figura de criança negra, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: Dístico ""100 Cruzados"" e "" Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais"".",,10.0,31,2.0,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
93,88.122,Imagem de santo,São Benedito,Sem Autor,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça de feição circular, tendo na cabeça furo para receber resplendor. Vestido, numa interpretação simples, com o hábito franciscano na cor preta, com frisos dourados. Tendo nos braços o menino Jesus deitado sobre tecido que lhe cai pelos braços. O Menino Jesus rosado. Tecido Branco amarelado.","17,5",,,,madeira,Brasil > Pernambuco > Recife,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
94,88.123,Fôrma de açúcar,Forma de Pão de Açúcar,Sem Autor,06 Trabalho > 06.1 Equipamento Agrícola,"Peça de formato cônico, alongado e chanfrado. Formado por pedaços de madeira cortados ao comprido e sem emenda. Seguros por 4 aros de ferro presos por rebite. Na parte chanfrada existe um fundo com um furo central.",97,,53,,ferro | madeira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
95,88.124,Fôrma de açúcar,Forma de Pão de Açúcar,Sem Autor,06 Trabalho > 06.1 Equipamento Agrícola,"Peça de formato cônico, alongado e chanfrado. Formado por pedaços de madeira cortados ao comprido e sem emenda. Seguros por 4 aros de ferro presos por rebite. Na parte chanfrada existe um fundo com um furo central.",94,,51,,ferro | madeira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
0,89.125,Moeda de coleção,Centenário da Abolição da Escravatura (1ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso:Dístico ""Centenário da Abolição 1888, 1988"", figura de homem negro, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: ""Dístico"" 100 Cruzados"" e "" Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais"".",,10,31,2,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
1,89.126,Moeda de coleção,Centenário da Abolição da Escravatura (2ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: Dístico "" Centenário da Abolição 1888, 1988"", figura de homem negro, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: "" Dístico "" 100 Cruzados"" e "" Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais"".",,"9,95",3,"1,9",aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
2,89.127,Moeda de coleção,Centenário da Abolição da Escravatura (3ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: Dístico ""Centenário da Abolição 1888, 1988"", figura de criança negra, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: "" Dístico "" 100 Cruzados"" e "" Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais.",,10,31,2,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
3,89.128,Moeda de coleção,Centenário da Abolição da Escravatura (1ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: Dístico ""Centenário da Abolição 1888, 1988"", figura de mulher negra, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: ""Dístico"" 100 Cruzados"" e ""Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais"".",,10,31,2,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
4,89.129,Moeda de coleção,Centenário da Abolição da Escravatura (2ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: Dístico ""Centenário da Abolição 1888, 1988"", figura de mulher negra, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: "" Dístico "" 100 Cruzados"" e "" Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais.",,10,31,2,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
5,89.130,Moeda de coleção,Centenário da Abolição da Escravatura (3ª moeda),Sem Autor,09 Objetos Cerimoniais > 09.2 Objeto Comemorativo,"Anverso: Dístico ""Centenário da Abolição 1888, 1988"", figura de criança negra, acrescendo-se a palavra axé, vocábulo de origem africana que, com sentido de saudação, fixou-se no Brasil com conhecidas conotações positivas no seio de associações empenhadas na promoção social do negro"". Reverso: ""Dístico"" 100 Cruzados"" e ""Brasil"", prova, acompanhadas de conjuntos de estrelas que simbolizam o número ""cem"" em processo de leitura facilitada para deficientes visuais.",,10,31,2,aço Inoxidável,Brasil > Rio de Janeiro,03/10/1988,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
6,88.101,Urinol,Urinol,Sem Autor,,"Peça na cor branca,  no formato típico. Decorada por quatro flores e folhas dispostas simetricamente. Alça que na parte superior possui apoio para o polegar.",13,,28,,argila,,[19-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
7,83.23,Cuité,Cuité,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cavo, arredondado, com um pendúculo parecendo uma pequena calha. Cor natural.",9,,5,,fruto da cuieira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
8,83.22,Cuité,Cuité,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cavo, arredondado, com um pendúculo parecendo uma pequena calha. Cor natural.",9,,5,,fruto da cuieira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
9,83.21,Cuité,Cuité,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cavo, arredondado, com um pendúculo parecendo uma pequena calha. Cor natural.",9,,5,,fruto da cuieira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
10,83.20,Cuité,Cuité,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cavo, arredondado, com um pendúculo parecendo uma pequena calha. Cor natural.",9,,5,,fruto da cuieira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
11,83.19,Cuité,Cuité,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cavo, arredondado, com um pendúculo parecendo uma pequena calha. Cor natural.",9,,5,,fruto da cuieira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
12,83.18,Cuité,Cuité,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo cavo, arredondado, com um pendúculo parecendo uma pequena calha. Cor natural.",9,,5,,fruto da cuieira,Brasil,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
13,83.17,Pichorra,Pichorra,Sem Autor,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Corpo bojudo, estreitando-se para formar a base. Borda com pequeno bico. Alça, cor natural do barro, apresentando-se escurecido pelo tempo e uso. Vestígios brancos.",11,,10,,argila,Brasil,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
14,83.16,Lanterna,Lanterna,Sem Autor,05 Interiores > 05.4 Objeto de Iluminação,"Corpo quadrangular. As faces em vidro, o restante em metal. Na cobertura existe um orífio ao qual se encaixa uma peça cilíndrica, vazada, com uma alça fixa e uma outra móvel. O metal apresenta-se enferrujado.",34,,9,,metal | vidro,Brasil,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
15,83.15,Candeia,Candeia,Sem Autor,05 Interiores > 05.4 Objeto de Iluminação,"Corpo circular, cavo, com achatamento para formar base. Bico acentuada. Alça, curva, denteada, presa ao corpo por rebite. Possui uma chapa que se insere na alça denteada através de abertura retangular, a mesma chapa continua numa outra que serve para fixação e tem dois pequenos orifícios. Nesta chapa sai um prego que na ponta forma pequena alça à qual se prende um gancho de haste retorcida e pontiaguda. Cor natural do metal escurecido pelo tempo.",33,,9,,ferro,Brasil,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
16,83.14,Oratório,Oratório,Sem Autor,05 Interiores > 05.5 Peça de Mobiliário,"Corpo retangular, apoiado sobre base em cornija. Dividido externamente em três capelas: duas laterais menores e uma central maior. A central é projetada para frente e para o alto. Todas possuem abertura por vidro. A central possui porta, as laterais são fixas. A cobertura é em duas águas. Decorada com finos lavrados em motivos fitomórficos e quatro colunas. Coberta com lambrequim. Cor natural da madeira. Interior em azul.",84,36,84,,cedro | madeira | vidro,,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
17,83.13,Peso,Peso,Sem Autor,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Forma cônica, compacta, com vértice voltado para baixo, chanfrado.",1,,1,,metal,Brasil > Cachoeira do Carmo,[18-],sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
18,83.12,Peso,Peso,Sem Autor,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Forma cônica, compacta, com vértice voltado para baixo, chanfrado.",1,,2,,metal,Brasil > Cachoeira do Carmo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
19,83.11,Peso,Peso,Sem Autor,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Forma cônica, compacta, com vértice voltado para baixo, chanfrado.",1,,3,,metal,Brasil > Cachoeira do Carmo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
20,83.10,Peso,Peso,Sem Autor,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Forma cônica, compacta, com vértice voltado para baixo, chanfrado.",2,,3,,metal,Brasil > Cachoeira do Carmo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
21,83.09,Peso,Peso,Sem Autor,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Forma cônica, compacta, com vértice voltado para baixo, chanfrado.",2,,4,,metal,Brasil > Cachoeira do Carmo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
22,83.08,Peso,Taça,Sem Autor,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Forma cônica, compacta, com vértice voltado para baixo, chanfrado.",4,,5,,metal,Brasil > Cachoeira do Carmo,s.d.,sem restrição,arquivos de imagem,museudaabolicao_-_acervo_museologico,https://museudaabolicao.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
