,Resumo descritivo,Denominação,Número de registro,Classificação,Título,Local de produção,Data de produção,Material/Técnica,Estado de conservação,Dimensões - diâmetro,Dimensões - peso,ACERVO,URL,TAINACAN_COLECTION_ID
72,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1809 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. . Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182941,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1809,Ouro,Bom,"32,08","14,27",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
73,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1809 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182942,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1809,Ouro,Bom,"32,05","14,25",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
74,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1809 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182943,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1809,Ouro,Bom,"31,53","14,21",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
75,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1809 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182944,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1809,Ouro,Bom,"31,93","14,27",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
76,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1810 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182945,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1810,Ouro,Bom,"32,04","14,29",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
77,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1810 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. . Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182946,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1810,Ouro,Bom,"31,81","14,27",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
78,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1810 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182947,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1810,Ouro,Bom,"31,89","14,28",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
79,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1810 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182948,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1810,Ouro,Bom,"31,5","14,28",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
80,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1811 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182949,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1811,Ouro,Bom,"31,9","14,24",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
81,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1811 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182950,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1811,Ouro,Bom,"31,47","14,28",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
82,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1812 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182951,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1812,Ouro,Bom,"32,4","14,25",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
83,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1812 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182952,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1812,Ouro,Bom,"31,81","14,3",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
84,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1813 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182953,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1813,Ouro,Bom,"31,94","14,29",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
85,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1814 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182954,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1814,Ouro,Bom,"32,52","14,28",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
86,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1815 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182955,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1815,Ouro,Bom,"32,18","14,28",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
87,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1816 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. . Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182956,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1816,Ouro,Bom,"31,51","14,27",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
88,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1817 e a letra R entre pontos. Legenda: JOANNES. D. G. PORT. ET. ALG. P. REGENS. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182957,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1817,Ouro,Bom,"31,92","14,24",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
89,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1819. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182958,03 Objetos Pecuniários,6.400 réis,Lisboa,1819,Ouro,Bom,"32,31","14,18",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
90,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1820. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182959,03 Objetos Pecuniários,6.400 réis,Lisboa,1820,Ouro,Bom,"32,36","14,21",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
91,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1822. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182960,03 Objetos Pecuniários,6.400 réis,Lisboa,1822,Ouro,Bom,"31,81","14,29",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
92,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1822. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182961,03 Objetos Pecuniários,6.400 réis,Lisboa,1822,Ouro,Bom,"31,27","14,29",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
93,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1822. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182962,03 Objetos Pecuniários,6.400 réis,Lisboa,1822,Ouro,Bom,"31,29","14,25",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
94,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1823. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182963,03 Objetos Pecuniários,6.400 réis,Lisboa,1823,Ouro,Bom,"32,12","14,24",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
95,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1823. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182964,03 Objetos Pecuniários,6.400 réis,Lisboa,1823,Ouro,Bom,"31,64","14,3",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
0,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1824. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182965,03 Objetos Pecuniários,6.400 réis,Lisboa,1824,Ouro,Bom,"31,32","14,19",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
1,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1822. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182966,03 Objetos Pecuniários,3200 réis,Lisboa,1822,Ouro,Bom,"25,84","7,13",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
2,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1822. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182967,03 Objetos Pecuniários,3200 réis,Lisboa,1822,Ouro,Bom,"25,83","7,14",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
3,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1822. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182968,03 Objetos Pecuniários,3200 réis,Lisboa,1822,Ouro,Bom,"25,05","7,09",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
4,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1821. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182969,03 Objetos Pecuniários,"1,600 réis",Lisboa,1821,Ouro,Bom,"20,97","3,49",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
5,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1818. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182970,03 Objetos Pecuniários,800 réis,Lisboa,1818,Ouro,Bom,"16,81","1,86",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
6,"Anverso: Ao centro, as armas do Reino, cortando a legenda, com 10, à esquerda, e 00, à direita. Legenda: JOANNES. VI. D. G. PORT. BRASIL. ET. ALG. REX. Reverso: Ao centro, a cruz de Cristo, cantonada por florões. Legenda: + IN * HOC * SIGNO * VINCES * 1819 .",Moeda,182971,03 Objetos Pecuniários,1.000 réis,Lisboa,1819,Ouro,Bom,"18,28","2,88",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
7,"Anverso: Debaixo de uma coroa, entre duas palmas sobrepostas, JOAN. / * VI * / *. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES + 1818 .",Moeda,182972,03 Objetos Pecuniários,480 réis,Lisboa,1818,Ouro,Bom,"14,7","1,13",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
8,"Anverso: Debaixo de uma coroa, entre duas palmas sobrepostas, JOAN. / * VI * / *. No exergo, 400. Reverso: Ao centro, a cruz de Cristo, cantonada por florões. Legenda: + IN. HOC. SIGNO. VINCES + 1821 .",Moeda,182973,03 Objetos Pecuniários,480 réis,Lisboa,1821,Ouro,Bom,"14,56","1,05",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
9,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1818 e a letra R entre pontos. Legenda: JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. . Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182974,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1818,Ouro,Bom,"31,61","14,28",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
10,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1819 e a letra R entre pontos. Legenda: JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. . Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182975,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1819,Ouro,Bom,"31,94","14,28",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
11,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1820 e a letra R entre pontos. Legenda: JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. . Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182976,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1820,Ouro,Bom,"31,45","14,27",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
12,"Anverso: Ao centro, busto de D. João Príncipe Regente, à direita, com coroa de louro, tendo, no exergo, o ano 1821 e a letra R entre pontos. Legenda: JOANNES. VI. D. G. PORT. BRAS. ET. ALG. REX. . Reverso: As armas do Reino, ocupando todo o campo .",Moeda,182977,03 Objetos Pecuniários,6.400 réis,Rio de Janeiro,1821,Ouro,Bom,"31,49","14,3",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
13,"Anverso: Ao centro, busto do rei D. Pedro IV, à direita, com coroa de louro, tendo, no exergo, entre florões, 1826. Legenda PETRUS. IV. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino em escudo oval, entre dois ramos de louros e carvalho, ocupando todo o campo .",Moeda,182978,03 Objetos Pecuniários,7.500 réis,Lisboa,1826,Ouro,Bom,"31,8","14,15",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
14,"Anverso: Ao centro, busto do rei D. Pedro IV, à direita, com coroa de louro, tendo, no exergo, entre florões, 1826. Legenda PETRUS. IV. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino em escudo oval, entre dois ramos de louros e carvalho, ocupando todo o campo .",Moeda,182979,03 Objetos Pecuniários,7.500 réis,Lisboa,1826,Ouro,Bom,"31,34","14,29",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
15,"Anverso: Ao centro, busto do rei D. Pedro IV, à direita, com coroa de louro, tendo, no exergo, entre florões, 1828. Legenda PETRUS. IV. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino em escudo oval, entre dois ramos de louros e carvalho, ocupando todo o campo .",Moeda,182980,03 Objetos Pecuniários,7.500 réis,Lisboa,1828,Ouro,Bom,"31,78","14,3",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
16,"Anverso: Ao centro, busto do rei D. Pedro IV, à direita, com coroa de louro, tendo, no exergo, entre florões, 1827. Legenda PETRUS. IV. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino em escudo oval, entre dois ramos de louros e carvalho, ocupando todo o campo .",Moeda,182981,03 Objetos Pecuniários,3750 réis,Lisboa,1827,Ouro,Bom,"25,76","7,13",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
17,"Anverso: Ao centro, busto do rei D. Miguel I, à direita, com coroa de louro e com o manto, tendo, no exergo, 1828. Legenda MICHAEL. I. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino ladeadas por duas palmas com as pontas viradas pra dentro ocupando todo o campo .",Moeda,182982,03 Objetos Pecuniários,7.500 réis,Lisboa,1828,Ouro,Bom,"31,7","14,22",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
18,"Anverso: Ao centro, busto do rei D. Miguel I, à direita, com coroa de louro e com o manto, tendo, no exergo, 1830. Legenda MICHAEL. I. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino ladeadas por duas palmas com as pontas viradas pra dentro ocupando todo o campo .",Moeda,182983,03 Objetos Pecuniários,7.500 réis,Lisboa,1830,Ouro,Bom,"31,27","14,18",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
19,"Anverso: Ao centro, busto do rei D. Miguel I, à direita, com coroa de louro e com o manto, tendo, no exergo, 1831. Legenda MICHAEL. I. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino ladeadas por duas palmas com as pontas viradas pra dentro ocupando todo o campo .",Moeda,182984,03 Objetos Pecuniários,7.500 réis,Lisboa,1831,Ouro,Bom,"29,7","14,12",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
20,"Anverso: Ao centro, busto do rei D. Miguel I, à direita, com coroa de louro e com o manto, tendo, no exergo, 1828. Legenda MICHAEL. I. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino ladeadas por duas palmas com as pontas viradas pra dentro ocupando todo o campo .",Moeda,182985,03 Objetos Pecuniários,3750 réis,Lisboa,1828,Ouro,Bom,"25,85","7,08",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
21,"Anverso: Ao centro, busto do rei D. Miguel I, à direita, com coroa de louro e com o manto, tendo, no exergo, 1830. Legenda MICHAEL. I. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino ladeadas por duas palmas com as pontas viradas pra dentro ocupando todo o campo .",Moeda,182986,03 Objetos Pecuniários,3750 réis,Lisboa,1830,Ouro,Bom,"26,06","7,09",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
22,"Anverso: Ao centro, busto do rei D. Miguel I, à direita, com coroa de louro e com o manto, tendo, no exergo, 1831. Legenda MICHAEL. I. D. G. PORTUGALIAE. ET. ALGARB. REX. Reverso: as armas do Reino ladeadas por duas palmas com as pontas viradas pra dentro ocupando todo o campo .",Moeda,182987,03 Objetos Pecuniários,3750 réis,Lisboa,1831,Ouro,Bom,"26,2","7,13",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
23,"Anverso: Ao centro, cabeça da rainha Maria II de perfil à esquerda e no exergo a data *1833*. Legenda: MARIA. II. D. G. PORTUG. ET. ALGARB. REGINA. Reverso: as armas do Reino ladeadas por ramos de louros e carvalho, ocupando todo o campo .",Moeda,182988,03 Objetos Pecuniários,7.500 réis,(?),1833,Ouro,Bom,"31,26","14,22",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
